timestamp,solar_irradiance,wind_speed,temperature,cloud_cover,solar_kw,wind_kw,demand_kw,battery_soc_kwh,battery_soc_pct,hour_of_day,day_of_week,is_weekend,solar_kw_roll3h,solar_kw_roll24h,wind_kw_roll3h,wind_kw_roll24h,demand_kw_roll3h,demand_kw_roll24h,solar_kw_lag24h,wind_kw_lag24h,demand_kw_lag24h
2025-01-03 00:00:00,0.0,2.56,11.8,13.0,0.0,0.0,25.83105380424547,0.0,0.0,0,4,0,0.0,13.282066666666667,0.0,0.0,30.41079035198631,47.27328916860791,0.0,0.0,23.910098281013497
2025-01-03 01:00:00,0.0,2.6,10.98,14.87,0.0,0.0,24.6423845030946,0.0,0.0,1,4,0,0.0,13.282066666666667,0.0,0.0,27.539605133558,47.2422881691842,0.0,0.0,25.38640848926373
2025-01-03 02:00:00,0.0,2.59,10.24,6.53,0.0,0.0,24.14266525757208,0.0,0.0,2,4,0,0.0,13.282066666666667,0.0,0.0,24.872034521637385,47.29043818982203,0.0,0.0,22.98706476226419
2025-01-03 03:00:00,0.0,2.55,9.58,16.68,0.0,0.0,27.320426911149585,0.0,0.0,3,4,0,0.0,13.282066666666667,0.0,0.0,25.368492223938755,47.320451565694334,0.0,0.0,26.60010589021421
2025-01-03 04:00:00,0.0,2.41,9.21,12.57,0.0,0.0,23.97542232176545,0.0,0.0,4,4,0,0.0,13.282066666666667,0.0,0.0,25.14617149682904,47.11988072335768,0.0,0.0,28.789122537845163
2025-01-03 05:00:00,0.0,2.21,9.13,27.11,0.0,0.0,27.100624056157944,0.0,0.0,5,4,0,0.0,13.282066666666667,0.0,0.0,26.132157763024324,47.01423252687838,0.0,0.0,29.636180771661056
2025-01-03 06:00:00,0.0,1.97,9.32,27.39,0.0,0.0,31.740331486153035,0.0,0.0,6,4,0,0.0,13.282066666666667,0.0,0.0,27.605459288025475,47.002085258891135,0.0,0.0,32.03186591784694
2025-01-03 07:00:00,85.1,1.66,10.82,27.07,6.808,0.0,35.81096676063863,0.0,0.0,7,4,0,2.269333333333333,13.307566666666666,0.0,0.0,31.550640767649867,47.08779628620256,6.196000000000001,0.0,33.75390210516451
2025-01-03 08:00:00,258.1,1.77,14.07,27.07,20.648,0.0,42.80930026614094,0.0,0.0,8,4,0,9.152,13.370833333333335,0.0,0.0,36.78686617097753,47.01264245195512,19.1296,0.0,44.61299228807952
2025-01-03 09:00:00,421.2,1.51,16.39,26.2,33.696,0.0,47.962361469544085,0.0,0.0,9,4,0,20.384,13.457,0.0,0.0,42.19420949877455,46.88694308812182,31.628000000000004,0.0,50.97914620154338
2025-01-03 10:00:00,556.05,1.83,19.66,25.31,44.484,0.0,56.70588045310035,0.0,0.0,10,4,0,32.94266666666667,13.583266666666669,0.0,0.0,49.15918072959513,46.8320055890621,41.4536,0.0,58.0243804305334
2025-01-03 11:00:00,682.72,2.24,22.49,8.69,54.61760000000001,0.0,68.47038789565151,0.0,0.0,11,4,0,44.26586666666668,13.669,0.0,0.0,57.712876606098654,46.58557217086193,52.56,0.0,74.38478993245569
2025-01-03 12:00:00,687.97,2.25,24.3,18.12,55.03760000000001,0.0,74.25762107346178,0.0,0.0,12,4,0,51.37973333333334,13.727966666666669,0.0,0.0,66.47796314073788,46.92235757884951,53.6224,0.0,66.17477128175983
2025-01-03 13:00:00,625.85,2.18,25.26,3.74,50.068000000000005,0.0,74.62868237863394,0.0,0.0,13,4,0,53.24106666666668,13.826133333333336,0.0,0.0,72.45223044924909,46.9276361350715,47.712,0.0,74.50199702930605
2025-01-03 14:00:00,494.2,1.83,25.15,4.68,39.536,0.0,79.0774222712616,0.0,0.0,14,4,0,48.21386666666667,13.958733333333337,0.0,0.0,75.98790857445243,46.80981248639719,36.3536,0.0,81.90518983944521
2025-01-03 15:00:00,311.6,1.19,24.31,5.93,24.928000000000004,0.0,71.36752312544114,0.0,0.0,15,4,0,38.177333333333344,14.069466666666669,0.0,0.0,75.02454259177888,46.44341438550321,22.2704,0.0,80.1610775468966
2025-01-03 16:00:00,115.22,0.96,21.87,6.95,9.2176,0.0,70.98920330817948,0.0,0.0,16,4,0,24.56053333333334,14.1267,0.0,0.0,73.81138290162741,46.47209985533387,7.844,0.0,70.3007520322436
2025-01-03 17:00:00,0.0,1.55,19.39,7.48,0.0,0.0,60.76303287964069,0.0,0.0,17,4,0,11.381866666666667,14.1267,0.0,0.0,67.70658643775377,46.16149603567075,0.0,0.0,68.21752455155553
2025-01-03 18:00:00,0.0,2.11,17.9,8.41,0.0,0.0,52.02695501749557,0.0,0.0,18,4,0,3.072533333333336,14.1267,0.0,0.0,61.25973040177192,46.06537472796777,0.0,0.0,54.33386640236711
2025-01-03 19:00:00,0.0,2.45,16.48,9.34,0.0,0.0,49.67618954173225,0.0,0.0,19,4,0,0.0,14.1267,0.0,0.0,54.15539247962283,46.23775629195122,0.0,0.0,45.53903200612962
2025-01-03 20:00:00,0.0,2.56,15.46,10.27,0.0,0.0,42.33322829469894,0.0,0.0,20,4,0,0.0,14.1267,0.0,0.0,48.012124284642255,46.37270657357454,0.0,0.0,39.09442153573912
2025-01-03 21:00:00,0.0,2.53,14.78,11.2,0.0,0.0,34.70842297385857,0.0,0.0,21,4,0,0.0,14.1267,0.0,0.0,42.239280270096586,46.3225584708888,0.0,0.0,35.9119774383165
2025-01-03 22:00:00,0.0,2.47,14.19,12.14,0.0,0.0,31.410824486252764,0.0,0.0,22,4,0,0.0,14.1267,0.0,0.0,36.15082525160342,46.24567865121685,0.0,0.0,33.25594015837952
2025-01-03 23:00:00,0.0,2.32,13.75,13.07,0.0,0.0,27.994938692467954,0.0,0.0,23,4,0,0.0,14.1267,0.0,0.0,31.371395384193093,46.07274371784743,0.0,0.0,32.14537709333393
2025-01-04 00:00:00,0.0,2.25,13.15,13.99,0.0,0.0,14.551441223052688,0.0,0.0,0,5,1,0.0,14.1267,0.0,0.0,24.652401467257803,45.60275986029773,0.0,0.0,25.83105380424547
2025-01-04 01:00:00,0.0,2.23,12.45,14.21,0.0,0.0,14.62853506673198,0.0,0.0,1,5,1,0.0,14.1267,0.0,0.0,19.058304994084207,45.18551613378262,0.0,0.0,24.6423845030946
2025-01-04 02:00:00,0.0,2.27,11.64,14.42,0.0,0.0,16.173567707527862,0.0,0.0,2,5,1,0.0,14.1267,0.0,0.0,15.117847999104177,44.853470402530775,0.0,0.0,24.14266525757208
2025-01-04 03:00:00,0.0,2.4,10.77,12.99,0.0,0.0,13.896115188196552,0.0,0.0,3,5,1,0.0,14.1267,0.0,0.0,14.899405987485464,44.29412408074108,0.0,0.0,27.320426911149585
2025-01-04 04:00:00,0.0,2.52,10.05,11.55,0.0,0.0,16.91172066929494,0.0,0.0,4,5,1,0.0,14.1267,0.0,0.0,15.660467855006452,43.9998031785548,0.0,0.0,23.97542232176545
2025-01-04 05:00:00,0.0,2.66,9.43,10.11,0.0,0.0,16.593298533231195,0.0,0.0,5,5,1,0.0,14.1267,0.0,0.0,15.800378130240896,43.56199794843285,0.0,0.0,27.100624056157944
2025-01-04 06:00:00,0.0,2.79,8.88,8.67,0.0,0.0,19.112188803785884,0.0,0.0,6,5,1,0.0,14.1267,0.0,0.0,17.539069335437336,43.03582533666756,0.0,0.0,31.740331486153035
2025-01-04 07:00:00,93.62,2.58,10.61,6.69,7.4896,0.0,21.80279257233903,0.0,0.0,7,5,1,2.496533333333336,14.155100000000004,0.0,0.0,19.169426636452037,42.45215141215507,6.808,0.0,35.81096676063863
2025-01-04 08:00:00,291.33,3.35,14.25,5.34,23.3064,0.4351316550925926,25.61624879379475,0.0,0.0,8,5,1,10.265333333333336,14.265866666666668,0.1450438850308642,0.018130485628858,22.17707672330656,41.73577426747398,20.648,0.0,42.80930026614094
2025-01-04 09:00:00,475.62,2.61,17.14,4.34,38.0496,0.0,30.13002603866981,7.919573961330183,15.839147922660365,9,5,1,22.948533333333334,14.44726666666667,0.1450438850308642,0.018130485628858,25.849689134934533,40.99276029118755,33.696,0.0,47.962361469544085
2025-01-04 10:00:00,613.08,3.25,20.94,2.9,49.046400000000006,0.397316261574074,33.02405315129912,17.919573961330183,35.839147922660366,10,5,1,36.8008,14.637366666666669,0.2774826388888888,0.0346853298611111,29.590109327921223,40.00601748694583,44.484,0.0,56.70588045310035
2025-01-04 11:00:00,685.97,3.81,23.99,1.46,54.87760000000001,0.6401196875000001,37.95890296164286,27.919573961330183,55.83914792266037,11,5,1,47.32453333333334,14.6482,0.3458119830246913,0.0613569835069444,33.7043273838706,38.73470561469548,54.61760000000001,0.0,68.47038789565151
2025-01-04 12:00:00,692.47,3.87,26.15,0.02,55.3976,0.6708403125000001,42.81114144295987,37.91957396133019,75.83914792266037,12,5,1,53.107200000000006,14.663200000000002,0.5694254205246914,0.0893086631944444,37.931365851967286,37.42443563009123,55.03760000000001,0.0,74.25762107346178
2025-01-04 13:00:00,627.8,3.58,27.02,0.0,50.224,0.5310499074074074,50.27427755951385,38.40034630922374,76.80069261844748,13,5,1,53.49973333333333,14.6697,0.6140033024691359,0.111435742669753,43.68144065470553,36.409668762627895,50.068000000000005,0.0,74.62868237863394
2025-01-04 14:00:00,496.95,3.3,26.84,0.46,39.756,0.4159374999999999,49.07015160620347,29.50213220302028,59.00426440604056,14,5,1,48.4592,14.678866666666666,0.5392759066358025,0.1287664718364197,47.3851902028924,35.15936581825047,39.536,0.0,79.0774222712616
2025-01-04 15:00:00,314.83,2.71,25.54,0.92,25.186400000000003,0.0,48.092794820139886,19.50213220302028,39.00426440604055,15,5,1,38.3888,14.689633333333331,0.3156624691358025,0.1287664718364197,49.14574132861907,34.18958547219625,24.928000000000004,0.0,71.36752312544114
2025-01-04 16:00:00,118.0,2.46,21.06,1.38,9.44,0.0,42.89800437376175,9.502132203020274,19.004264406040548,16,5,1,24.79413333333333,14.6989,0.1386458333333333,0.1287664718364197,46.68698360003504,33.019118849928844,9.2176,0.0,70.98920330817948
2025-01-04 17:00:00,0.0,3.2,17.09,1.84,0.0,0.3792592592592593,38.18561419585548,0.0,0.0,17,5,1,11.542133333333338,14.6989,0.1264197530864197,0.1445689409722222,43.058804463252365,32.078393071437795,0.0,0.0,60.76303287964069
2025-01-04 18:00:00,0.0,3.42,15.64,2.3,0.0,0.4629824999999999,35.879522352830044,0.0,0.0,18,5,1,3.1466666666666687,14.6989,0.2807472530864197,0.1638598784722222,38.98771364081576,31.405583377076727,0.0,0.0,52.02695501749557
2025-01-04 19:00:00,0.0,3.49,14.57,2.76,0.0,0.4919970949074075,29.83028664480296,0.0,0.0,19,5,1,0.0,14.6989,0.4447462847222223,0.1843597574266975,34.63180773116283,30.57867075637134,0.0,0.0,49.67618954173225
2025-01-04 20:00:00,0.0,3.52,13.71,3.21,0.0,0.5047940740740741,26.58735976018139,0.0,0.0,20,5,1,0.0,14.6989,0.4865912229938272,0.2053928438464506,30.765722919271465,29.92259290076645,0.0,0.0,42.33322829469894
2025-01-04 21:00:00,0.0,3.52,12.99,3.67,0.0,0.5047940740740741,19.71683299818945,0.0,0.0,21,5,1,0.0,14.6989,0.5005284143518519,0.2264259302662037,25.378159801057933,29.297943318446897,0.0,0.0,34.70842297385857
2025-01-04 22:00:00,0.0,3.41,12.24,4.13,0.0,0.458933113425926,19.48797984703069,0.0,0.0,22,5,1,0.0,14.6989,0.489507087191358,0.2455481433256172,21.930724201800512,28.801158125145975,0.0,0.0,31.410824486252764
2025-01-04 23:00:00,0.0,3.25,11.45,4.59,0.0,0.397316261574074,17.429630531547534,0.0,0.0,23,5,1,0.0,14.6989,0.453681149691358,0.2621029875578703,18.87814779225589,28.36093695177429,0.0,0.0,27.994938692467954
2025-01-05 00:00:00,0.0,3.07,10.7,5.05,0.0,0.334889386574074,14.012148843403924,0.0,0.0,0,6,1,0.0,14.6989,0.3970462538580246,0.2760567119984567,16.976586407327385,28.3384664359556,0.0,0.0,14.551441223052688
2025-01-05 01:00:00,0.0,2.92,10.08,5.51,0.0,0.0,15.4971254664745,0.0,0.0,1,6,1,0.0,14.6989,0.2440685493827159,0.2760567119984567,15.646301613808651,28.374657702611533,0.0,0.0,14.62853506673198
2025-01-05 02:00:00,0.0,2.79,9.59,5.97,0.0,0.0,14.731749952326693,0.0,0.0,2,6,1,0.0,14.6989,0.1116297955246913,0.2760567119984567,14.747008087401705,28.314581962811484,0.0,0.0,16.173567707527862
2025-01-05 03:00:00,0.0,2.7,9.2,3.52,0.0,0.0,14.489058984277213,0.0,0.0,3,6,1,0.0,14.6989,0.0,0.2760567119984567,14.905978134359469,28.339287954314845,0.0,0.0,13.896115188196552
2025-01-05 04:00:00,0.0,2.74,8.78,4.52,0.0,0.0,16.80256189596745,0.0,0.0,4,6,1,0.0,14.6989,0.0,0.2760567119984567,15.34112361085712,28.334739672092866,0.0,0.0,16.91172066929494
2025-01-05 05:00:00,0.0,2.89,8.35,12.05,0.0,0.0,17.118030175461524,0.0,0.0,5,6,1,0.0,14.6989,0.0,0.2760567119984567,16.136550351902063,28.35660349051913,0.0,0.0,16.593298533231195
2025-01-05 06:00:00,0.0,3.03,8.0,13.57,0.0,0.3219690624999999,17.87496942401476,0.0,0.0,6,6,1,0.0,14.6989,0.1073230208333332,0.2894720896026234,17.26518716514791,28.305052683028663,0.0,0.0,19.112188803785884
2025-01-05 07:00:00,75.62,3.55,10.17,23.03,6.049600000000001,0.5178110532407407,22.479943929850783,0.0,0.0,7,6,1,2.016533333333336,14.6389,0.2799267052469135,0.311047550154321,19.15764784310902,28.333267322924996,7.4896,0.0,21.80279257233903
2025-01-05 08:00:00,230.85,4.04,12.8,29.04,18.468,0.763185925925926,23.339857424685647,0.0,0.0,8,6,1,8.172533333333336,14.4373,0.5343220138888888,0.3247164781057098,21.231590259517063,28.23841768254545,23.3064,0.4351316550925926,25.61624879379475
2025-01-05 09:00:00,375.77,3.46,16.04,32.26,30.0616,0.4794182407407407,29.504999280631058,1.0360189601096828,2.072037920219365,9,6,1,18.19306666666667,14.104466666666667,0.5868050733024691,0.344692238136574,25.108266878389163,28.21237490096049,38.0496,0.0,30.13002603866981
2025-01-05 10:00:00,483.08,4.29,19.68,35.67,38.6464,0.9138146875000002,35.503171117325685,5.093062530283998,10.186125060567996,10,6,1,29.05866666666667,13.671133333333332,0.7188062847222222,0.3662130058834876,29.449342607547464,28.31567148287827,49.046400000000006,0.397316261574074,33.02405315129912
2025-01-05 11:00:00,532.83,4.65,22.48,33.82,42.6264,1.1637109375000003,38.51404309765908,10.369130370124918,20.738260740249835,11,6,1,37.111466666666665,13.160666666666666,0.8523146219135803,0.388029307966821,34.50740449853861,28.338802321878944,54.87760000000001,0.6401196875000001,37.95890296164286
2025-01-05 12:00:00,583.1,5.11,24.63,29.09,46.64800000000001,1.5443614699074075,41.96098496747956,16.600506872552774,33.20101374510555,12,6,1,42.64026666666667,12.7961,1.2072956983024694,0.4244260228587963,38.65939972748811,28.303379135400597,55.3976,0.6708403125000001,42.81114144295987
2025-01-05 13:00:00,578.62,4.92,25.29,2.93,46.28960000000001,1.37842,43.80924894286256,20.45927792969022,40.91855585938044,13,6,1,45.18800000000001,12.632166666666668,1.362164135802469,0.4597331100501542,41.4280923360004,28.034002943040125,50.224,0.5310499074074074,50.27427755951385
2025-01-05 14:00:00,453.5,4.33,25.06,2.77,36.28,0.939615011574074,45.13407933820378,12.544813603060517,25.08962720612103,14,6,1,43.07253333333335,12.487333333333334,1.2874654938271604,0.4815530063657408,43.63477108284864,27.86999993187348,39.756,0.4159374999999999,49.07015160620347
2025-01-05 15:00:00,283.1,3.03,24.02,2.62,22.648000000000003,0.3219690624999999,46.36429648780433,2.544813603060515,5.08962720612103,15,6,1,35.07253333333333,12.381566666666666,0.8800013580246913,0.4949683839699074,45.10254158962356,27.79797916802616,25.186400000000003,0.0,48.092794820139886
2025-01-05 16:00:00,104.62,1.96,20.91,2.47,8.3696,0.0,43.91215519900423,0.0,0.0,16,6,1,22.43253333333334,12.336966666666669,0.4205280246913578,0.4949683839699074,45.13684367500412,27.840235452411264,9.44,0.0,42.89800437376175
2025-01-05 17:00:00,0.0,2.19,18.67,2.32,0.0,0.0,41.10072727196821,0.0,0.0,17,6,1,10.339200000000003,12.336966666666669,0.1073230208333332,0.4791659148341049,43.792392986258925,27.961698497249294,0.0,0.3792592592592593,38.18561419585548
2025-01-05 18:00:00,0.0,2.52,17.35,2.16,0.0,0.0,33.19802913415409,0.0,0.0,18,6,1,2.789866666666669,12.336966666666669,0.0,0.4598749773341049,39.40363720170885,27.84996961313779,0.0,0.4629824999999999,35.879522352830044
2025-01-05 19:00:00,0.0,2.76,16.27,2.01,0.0,0.0,27.24236016099916,0.0,0.0,19,6,1,0.0,12.336966666666669,0.0,0.4393750983796296,33.84703885570715,27.742139342979304,0.0,0.4919970949074075,29.83028664480296
2025-01-05 20:00:00,0.0,2.65,15.63,2.85,0.0,0.0,26.40062090861876,0.0,0.0,20,6,1,0.0,12.336966666666669,0.0,0.4183420119598764,28.947003401257337,27.73435855749753,0.0,0.5047940740740741,26.58735976018139
2025-01-05 21:00:00,0.0,2.24,14.93,3.69,0.0,0.0,22.09810987345792,0.0,0.0,21,6,1,0.0,12.336966666666669,0.0,0.3973089255401234,25.24703031435861,27.83357842730038,0.0,0.5047940740740741,19.71683299818945
2025-01-05 22:00:00,0.0,1.6,13.85,4.52,0.0,0.0,17.374167405465197,0.0,0.0,22,6,1,0.0,12.336966666666669,0.0,0.3781867124807098,21.957632729180627,27.745502908901816,0.0,0.458933113425926,19.48797984703069
2025-01-05 23:00:00,0.0,1.09,12.33,18.44,0.0,0.0,16.199595881098407,0.0,0.0,23,6,1,0.0,12.336966666666669,0.0,0.3616318682484568,18.557291053340503,27.694251465133107,0.0,0.397316261574074,17.429630531547534
2025-01-06 00:00:00,0.0,1.0,11.23,22.43,0.0,0.0,25.36112966303158,0.0,0.0,0,0,0,0.0,12.336966666666669,0.0,0.3476781438078704,19.64496431653173,28.167125665950923,0.0,0.334889386574074,14.012148843403924
2025-01-06 01:00:00,0.0,1.53,10.52,19.46,0.0,0.0,22.57240707844998,0.0,0.0,1,0,0,0.0,12.336966666666669,0.0,0.3476781438078704,21.377710874193323,28.4619290664499,0.0,0.0,15.4971254664745
2025-01-06 02:00:00,0.0,2.21,9.71,15.01,0.0,0.0,22.08703938001281,0.0,0.0,2,0,0,0.0,12.336966666666669,0.0,0.3476781438078704,23.340192040498124,28.76839945927016,0.0,0.0,14.731749952326693
2025-01-06 03:00:00,0.0,2.64,9.2,24.05,0.0,0.0,26.716502980607903,0.0,0.0,3,0,0,0.0,12.336966666666669,0.0,0.3476781438078704,23.7919831463569,29.277876292450603,0.0,0.0,14.489058984277213
2025-01-06 04:00:00,0.0,2.79,8.89,26.05,0.0,0.0,24.40123115433432,0.0,0.0,4,0,0,0.0,12.336966666666669,0.0,0.3476781438078704,24.40159117165168,29.59448751154922,0.0,0.0,16.80256189596745
2025-01-06 05:00:00,0.0,2.84,8.64,43.11,0.0,0.0,28.580091695411674,0.0,0.0,5,0,0,0.0,12.336966666666669,0.0,0.3476781438078704,26.565941943451296,30.07207340821381,0.0,0.0,17.118030175461524
2025-01-06 06:00:00,0.0,2.83,8.42,49.17,0.0,0.0,35.06750590486133,0.0,0.0,6,0,0,0.0,12.336966666666669,0.0,0.3342627662037037,29.349609584869103,30.788429094915752,0.0,0.3219690624999999,17.87496942401476
2025-01-06 07:00:00,61.7,2.81,10.32,48.57,4.936000000000001,0.0,35.175298502325,0.0,0.0,7,0,0,1.645333333333336,12.290566666666669,0.0,0.3126873056520062,32.94096536753267,31.317402202102176,6.049600000000001,0.5178110532407407,22.479943929850783
2025-01-06 08:00:00,199.35,3.2,13.0,45.07,15.948,0.3792592592592593,39.10044643930381,0.0,0.0,8,0,0,6.961333333333336,12.185566666666666,0.1264197530864197,0.2966903612075617,36.447750282163376,31.974093411044603,18.468,0.763185925925926,23.339857424685647
2025-01-06 09:00:00,340.4,2.55,16.43,41.63,27.232,0.0,48.76357405134112,0.0,0.0,9,0,0,16.038666666666668,12.067666666666668,0.1264197530864197,0.2767146011766976,41.01310633098998,32.77653402649086,30.0616,0.4794182407407407,29.504999280631058
2025-01-06 10:00:00,452.15,2.41,19.5,38.29,36.172,0.0,60.51252050961342,0.0,0.0,10,0,0,26.450666666666667,11.964566666666668,0.1264197530864197,0.2386389891975309,49.45884700008611,33.81859025116951,38.6464,0.9138146875000002,35.503171117325685
2025-01-06 11:00:00,480.6,1.62,20.97,31.92,38.44800000000001,0.0,61.27707877921365,0.0,0.0,11,0,0,33.95066666666667,11.790466666666669,0.0,0.1901510334683641,56.85105778005607,34.76705007123428,42.6264,1.1637109375000003,38.51404309765908
2025-01-06 12:00:00,514.1,1.15,21.87,31.34,41.128,0.0,69.32342082792299,0.0,0.0,12,0,0,38.58266666666668,11.560466666666668,0.0,0.1258026388888889,63.70434003891669,35.907151565419426,46.64800000000001,1.5443614699074075,41.96098496747956
2025-01-06 13:00:00,478.75,1.5,22.35,26.15,38.3,0.0,75.47653637016164,0.0,0.0,13,0,0,39.292,11.227566666666668,0.0,0.0683684722222222,68.6923453257661,37.22662187489022,46.28960000000001,1.37842,43.80924894286256
2025-01-06 14:00:00,365.42,2.19,22.22,25.38,29.233600000000003,0.0,81.5240232576172,0.0,0.0,14,0,0,36.220533333333336,10.933966666666668,0.0,0.0292178467399691,75.44132681856728,38.74286953819911,36.28,0.939615011574074,45.13407933820378
2025-01-06 15:00:00,222.35,2.85,21.41,23.02,17.788,0.0,82.13536907913503,0.0,0.0,15,0,0,28.44053333333333,10.731466666666668,0.0,0.0158024691358024,79.71197623563796,40.233330896171225,22.648000000000003,0.3219690624999999,46.36429648780433
2025-01-06 16:00:00,83.35,2.5,18.34,16.8,6.667999999999999,0.0,71.6000341899492,0.0,0.0,16,0,0,17.896533333333338,10.660566666666666,0.0,0.0158024691358024,78.4198088422338,41.38699252079393,8.3696,0.0,43.91215519900423
