timestamp,solar_irradiance,wind_speed,temperature,cloud_cover,solar_kw,wind_kw
2025-01-03 01:00:00,0.0,2.6,10.98,14.87,0.0,0.0
2025-01-03 02:00:00,0.0,2.59,10.24,6.53,0.0,0.0
2025-01-03 03:00:00,0.0,2.55,9.58,16.68,0.0,0.0
2025-01-03 04:00:00,0.0,2.41,9.21,12.57,0.0,0.0
2025-01-03 05:00:00,0.0,2.21,9.13,27.11,0.0,0.0
2025-01-03 06:00:00,0.0,1.97,9.32,27.39,0.0,0.0
2025-01-03 07:00:00,85.1,1.66,10.82,27.07,6.808,0.0
2025-01-03 08:00:00,258.1,1.77,14.07,27.07,20.648,0.0
2025-01-03 09:00:00,421.2,1.51,16.39,26.2,33.696,0.0
2025-01-03 10:00:00,556.05,1.83,19.66,25.31,44.483999999999995,0.0
2025-01-03 11:00:00,682.72,2.24,22.49,8.69,54.61760000000001,0.0
2025-01-03 12:00:00,687.97,2.25,24.3,18.12,55.03760000000001,0.0
2025-01-03 13:00:00,625.85,2.18,25.26,3.74,50.068000000000005,0.0
2025-01-03 14:00:00,494.2,1.83,25.15,4.68,39.536,0.0
2025-01-03 15:00:00,311.6,1.19,24.31,5.93,24.928000000000004,0.0
2025-01-03 16:00:00,115.22,0.96,21.87,6.95,9.217600000000001,0.0
2025-01-03 17:00:00,0.0,1.55,19.39,7.48,0.0,0.0
2025-01-03 18:00:00,0.0,2.11,17.9,8.41,0.0,0.0
2025-01-03 19:00:00,0.0,2.45,16.48,9.34,0.0,0.0
2025-01-03 20:00:00,0.0,2.56,15.46,10.27,0.0,0.0
2025-01-03 21:00:00,0.0,2.53,14.78,11.2,0.0,0.0
2025-01-03 22:00:00,0.0,2.47,14.19,12.14,0.0,0.0
2025-01-03 23:00:00,0.0,2.32,13.75,13.07,0.0,0.0
2025-01-04 00:00:00,0.0,2.25,13.15,13.99,0.0,0.0
2025-01-04 01:00:00,0.0,2.23,12.45,14.21,0.0,0.0
2025-01-04 02:00:00,0.0,2.27,11.64,14.42,0.0,0.0
2025-01-04 03:00:00,0.0,2.4,10.77,12.99,0.0,0.0
2025-01-04 04:00:00,0.0,2.52,10.05,11.55,0.0,0.0
2025-01-04 05:00:00,0.0,2.66,9.43,10.11,0.0,0.0
2025-01-04 06:00:00,0.0,2.79,8.88,8.67,0.0,0.0
2025-01-04 07:00:00,93.62,2.58,10.61,6.69,7.4896,0.0
2025-01-04 08:00:00,291.33,3.35,14.25,5.34,23.3064,0.43513165509259266
2025-01-04 09:00:00,475.62,2.61,17.14,4.34,38.0496,0.0
2025-01-04 10:00:00,613.08,3.25,20.94,2.9,49.046400000000006,0.39731626157407407
2025-01-04 11:00:00,685.97,3.81,23.99,1.46,54.87760000000001,0.6401196875000001
2025-01-04 12:00:00,692.47,3.87,26.15,0.02,55.397600000000004,0.6708403125000001
2025-01-04 13:00:00,627.8,3.58,27.02,0.0,50.224,0.5310499074074074
2025-01-04 14:00:00,496.95,3.3,26.84,0.46,39.756,0.41593749999999996
2025-01-04 15:00:00,314.83,2.71,25.54,0.92,25.186400000000003,0.0
2025-01-04 16:00:00,118.0,2.46,21.06,1.38,9.44,0.0
2025-01-04 17:00:00,0.0,3.2,17.09,1.84,0.0,0.3792592592592593
2025-01-04 18:00:00,0.0,3.42,15.64,2.3,0.0,0.4629824999999999
2025-01-04 19:00:00,0.0,3.49,14.57,2.76,0.0,0.49199709490740756
2025-01-04 20:00:00,0.0,3.52,13.71,3.21,0.0,0.5047940740740741
2025-01-04 21:00:00,0.0,3.52,12.99,3.67,0.0,0.5047940740740741
2025-01-04 22:00:00,0.0,3.41,12.24,4.13,0.0,0.458933113425926
2025-01-04 23:00:00,0.0,3.25,11.45,4.59,0.0,0.39731626157407407
2025-01-05 00:00:00,0.0,3.07,10.7,5.05,0.0,0.334889386574074
2025-01-05 01:00:00,0.0,2.92,10.08,5.51,0.0,0.0
2025-01-05 02:00:00,0.0,2.79,9.59,5.97,0.0,0.0
2025-01-05 03:00:00,0.0,2.7,9.2,3.52,0.0,0.0
2025-01-05 04:00:00,0.0,2.74,8.78,4.52,0.0,0.0
2025-01-05 05:00:00,0.0,2.89,8.35,12.05,0.0,0.0
2025-01-05 06:00:00,0.0,3.03,8.0,13.57,0.0,0.3219690624999999
2025-01-05 07:00:00,75.62,3.55,10.17,23.03,6.049600000000001,0.5178110532407407
2025-01-05 08:00:00,230.85,4.04,12.8,29.04,18.468,0.763185925925926
2025-01-05 09:00:00,375.77,3.46,16.04,32.26,30.0616,0.4794182407407407
2025-01-05 10:00:00,483.08,4.29,19.68,35.67,38.6464,0.9138146875000002
2025-01-05 11:00:00,532.83,4.65,22.48,33.82,42.626400000000004,1.1637109375000003
2025-01-05 12:00:00,583.1,5.11,24.63,29.09,46.64800000000001,1.5443614699074075
2025-01-05 13:00:00,578.62,4.92,25.29,2.93,46.28960000000001,1.37842
2025-01-05 14:00:00,453.5,4.33,25.06,2.77,36.28,0.9396150115740741
2025-01-05 15:00:00,283.1,3.03,24.02,2.62,22.648000000000003,0.3219690624999999
2025-01-05 16:00:00,104.62,1.96,20.91,2.47,8.3696,0.0
2025-01-05 17:00:00,0.0,2.19,18.67,2.32,0.0,0.0
2025-01-05 18:00:00,0.0,2.52,17.35,2.16,0.0,0.0
2025-01-05 19:00:00,0.0,2.76,16.27,2.01,0.0,0.0
2025-01-05 20:00:00,0.0,2.65,15.63,2.85,0.0,0.0
2025-01-05 21:00:00,0.0,2.24,14.93,3.69,0.0,0.0
2025-01-05 22:00:00,0.0,1.6,13.85,4.52,0.0,0.0
2025-01-05 23:00:00,0.0,1.09,12.33,18.44,0.0,0.0
2025-01-06 00:00:00,0.0,1.0,11.23,22.43,0.0,0.0
2025-01-06 01:00:00,0.0,1.53,10.52,19.46,0.0,0.0
2025-01-06 02:00:00,0.0,2.21,9.71,15.01,0.0,0.0
2025-01-06 03:00:00,0.0,2.64,9.2,24.05,0.0,0.0
2025-01-06 04:00:00,0.0,2.79,8.89,26.05,0.0,0.0
2025-01-06 05:00:00,0.0,2.84,8.64,43.11,0.0,0.0
2025-01-06 06:00:00,0.0,2.83,8.42,49.17,0.0,0.0
2025-01-06 07:00:00,61.7,2.81,10.32,48.57,4.936000000000001,0.0
2025-01-06 08:00:00,199.35,3.2,13.0,45.07,15.948,0.3792592592592593
2025-01-06 09:00:00,340.4,2.55,16.43,41.63,27.232,0.0
2025-01-06 10:00:00,452.15,2.41,19.5,38.29,36.172,0.0
2025-01-06 11:00:00,480.6,1.62,20.97,31.92,38.44800000000001,0.0
2025-01-06 12:00:00,514.1,1.15,21.87,31.34,41.128,0.0
2025-01-06 13:00:00,478.75,1.5,22.35,26.15,38.300000000000004,0.0
2025-01-06 14:00:00,365.42,2.19,22.22,25.38,29.233600000000003,0.0
2025-01-06 15:00:00,222.35,2.85,21.41,23.02,17.788,0.0
2025-01-06 16:00:00,83.35,2.5,18.34,16.8,6.667999999999999,0.0
2025-01-06 17:00:00,0.0,3.25,15.1,13.91,0.0,0.39731626157407407
2025-01-06 18:00:00,0.0,3.82,13.98,11.11,0.0,0.6451732407407407
2025-01-06 19:00:00,0.0,4.1,13.04,8.32,0.0,0.797696759259259
2025-01-06 20:00:00,0.0,4.35,12.14,5.46,0.0,0.9526953124999997
2025-01-06 21:00:00,0.0,4.43,11.34,18.01,0.0,1.0062304050925923
2025-01-06 22:00:00,0.0,4.13,10.5,22.03,0.0,0.815335613425926
2025-01-06 23:00:00,0.0,3.79,9.71,21.04,0.0,0.6300918865740741
2025-01-07 00:00:00,0.0,3.64,9.07,16.52,0.0,0.5582007407407409
2025-01-07 01:00:00,0.0,3.53,8.45,19.11,0.0,0.5091085300925925
2025-01-07 02:00:00,0.0,3.43,7.83,10.48,0.0,0.4670556365740741
2025-01-07 03:00:00,0.0,3.36,7.24,8.46,0.0,0.43903999999999993
2025-01-07 04:00:00,0.0,3.28,6.68,6.45,0.0,0.40842074074074064
2025-01-07 05:00:00,0.0,3.22,6.19,14.52,0.0,0.3864149074074075
2025-01-07 06:00:00,0.0,3.19,5.77,28.58,0.0,0.3757148032407408
2025-01-07 07:00:00,69.8,2.88,7.73,33.5,5.5840000000000005,0.0
2025-01-07 08:00:00,228.15,3.78,11.17,35.52,18.252000000000002,0.6251174999999999
2025-01-07 09:00:00,382.48,3.03,14.04,38.44,30.598400000000005,0.3219690624999999
2025-01-07 10:00:00,506.05,3.61,16.89,40.49,40.484,0.544512511574074
2025-01-07 11:00:00,634.12,3.48,18.25,18.27,50.729600000000005,0.48777999999999994
2025-01-07 12:00:00,683.25,3.45,19.25,0.0,54.660000000000004,0.4752734375000001
2025-01-07 13:00:00,616.53,3.66,19.77,2.01,49.32240000000001,0.5674525
2025-01-07 14:00:00,486.73,3.74,19.75,1.63,38.9384,0.6054817592592594
2025-01-07 15:00:00,305.92,3.56,18.96,1.26,24.473600000000005,0.5221992592592594
2025-01-07 16:00:00,118.38,2.47,15.54,0.88,9.4704,0.0
2025-01-07 17:00:00,0.0,3.02,12.05,0.5,0.0,0.31879175925925923
2025-01-07 18:00:00,0.0,3.16,10.79,0.5,0.0,0.36521407407407414
2025-01-07 19:00:00,0.0,3.12,9.81,0.5,0.0,0.35152000000000005
2025-01-07 20:00:00,0.0,3.14,8.96,0.5,0.0,0.358323425925926
2025-01-07 21:00:00,0.0,3.26,8.18,0.46,0.0,0.40099509259259253
2025-01-07 22:00:00,0.0,3.35,7.55,0.41,0.0,0.43513165509259266
2025-01-07 23:00:00,0.0,3.25,7.11,0.36,0.0,0.39731626157407407
2025-01-08 00:00:00,0.0,2.95,6.98,0.32,0.0,0.0
2025-01-08 01:00:00,0.0,2.68,7.03,0.27,0.0,0.0
2025-01-08 02:00:00,0.0,2.69,6.68,0.33,0.0,0.0
2025-01-08 03:00:00,0.0,2.92,5.96,0.39,0.0,0.0
2025-01-08 04:00:00,0.0,3.08,5.42,0.44,0.0,0.33817259259259264
2025-01-08 05:00:00,0.0,3.13,5.05,0.5,0.0,0.3549108449074074
2025-01-08 06:00:00,0.0,3.14,4.77,0.43,0.0,0.358323425925926
2025-01-08 07:00:00,87.38,2.85,6.81,0.36,6.9904,0.0
2025-01-08 08:00:00,282.25,3.65,11.3,0.29,22.580000000000002,0.5628139467592592
2025-01-08 09:00:00,469.65,2.84,14.3,0.22,37.571999999999996,0.0
2025-01-08 10:00:00,610.33,3.56,18.55,0.14,48.82640000000001,0.5221992592592594
2025-01-08 11:00:00,701.25,4.02,20.85,0.07,56.1,0.7519074999999997
2025-01-08 12:00:00,707.8,4.13,22.01,0.0,56.624,0.815335613425926
2025-01-08 13:00:00,643.22,4.14,22.58,0.4,51.457600000000006,0.8212724999999998
2025-01-08 14:00:00,513.25,3.91,22.44,0.81,41.06,0.6918573032407409
2025-01-08 15:00:00,331.05,2.98,21.38,1.21,26.484000000000005,0.0
2025-01-08 16:00:00,133.9,2.04,17.81,1.62,10.712000000000003,0.0
2025-01-08 17:00:00,0.0,1.93,16.11,2.02,0.0,0.0
2025-01-08 18:00:00,0.0,1.5,15.72,1.01,0.0,0.0
2025-01-08 19:00:00,0.0,1.07,15.7,1.51,0.0,0.0
2025-01-08 20:00:00,0.0,0.87,15.48,1.01,0.0,0.0
2025-01-08 21:00:00,0.0,0.74,14.86,1.01,0.0,0.0
2025-01-08 22:00:00,0.0,0.6,14.25,2.01,0.0,0.0
2025-01-08 23:00:00,0.0,0.5,13.65,0.5,0.0,0.0
2025-01-09 00:00:00,0.0,0.53,12.88,1.51,0.0,0.0
2025-01-09 01:00:00,0.0,0.64,12.08,2.66,0.0,0.0
2025-01-09 02:00:00,0.0,0.8,11.46,0.5,0.0,0.0
2025-01-09 03:00:00,0.0,1.04,10.98,1.01,0.0,0.0
2025-01-09 04:00:00,0.0,1.25,10.32,1.01,0.0,0.0
2025-01-09 05:00:00,0.0,1.44,9.73,1.01,0.0,0.0
2025-01-09 06:00:00,0.0,1.64,8.87,0.92,0.0,0.0
2025-01-09 07:00:00,93.75,1.8,9.39,0.84,7.5,0.0
2025-01-09 08:00:00,296.05,2.36,12.59,0.75,23.684000000000005,0.0
2025-01-09 09:00:00,482.85,2.38,15.28,0.67,38.628,0.0
2025-01-09 10:00:00,621.4,3.02,19.04,0.59,49.711999999999996,0.31879175925925923
2025-01-09 11:00:00,692.25,2.93,21.59,0.5,55.38000000000001,0.0
2025-01-09 12:00:00,698.67,2.59,22.71,0.03,55.893600000000006,0.0
2025-01-09 13:00:00,634.5,2.24,23.16,0.0,50.76,0.0
2025-01-09 14:00:00,504.33,1.88,22.99,0.27,40.346399999999996,0.0
2025-01-09 15:00:00,323.38,1.6,22.09,0.55,25.870400000000004,0.0
2025-01-09 16:00:00,120.82,1.65,19.0,0.82,9.6656,0.0
2025-01-09 17:00:00,3.97,2.28,15.89,1.1,0.31760000000000005,0.0
2025-01-09 18:00:00,0.0,2.69,14.14,1.37,0.0,0.0
2025-01-09 19:00:00,0.0,3.0,12.72,1.65,0.0,0.3125
2025-01-09 20:00:00,0.0,3.22,11.57,1.92,0.0,0.3864149074074075
2025-01-09 21:00:00,0.0,3.4,10.64,2.2,0.0,0.4549074074074073
2025-01-09 22:00:00,0.0,3.54,9.86,2.47,0.0,0.5134475000000001
2025-01-09 23:00:00,0.0,3.59,9.16,2.75,0.0,0.5355124884259258
2025-01-10 00:00:00,0.0,3.56,8.49,3.02,0.0,0.5221992592592594
2025-01-10 01:00:00,0.0,3.47,7.82,3.29,0.0,0.48358707175925936
2025-01-10 02:00:00,0.0,3.39,7.19,3.57,0.0,0.4509053125000001
2025-01-10 03:00:00,0.0,3.35,6.64,3.25,0.0,0.43513165509259266
2025-01-10 04:00:00,0.0,3.32,6.18,2.93,0.0,0.4235459259259259
2025-01-10 05:00:00,0.0,3.31,5.79,2.61,0.0,0.4197302199074074
2025-01-10 06:00:00,0.0,3.31,5.49,2.29,0.0,0.4197302199074074
2025-01-10 07:00:00,88.85,3.7,7.82,1.97,7.1080000000000005,0.5862615740740741
2025-01-10 08:00:00,285.62,4.29,10.82,1.65,22.8496,0.9138146875000002
2025-01-10 09:00:00,470.2,4.27,14.37,1.33,37.61600000000001,0.9010935532407405
2025-01-10 10:00:00,606.95,5.63,18.14,1.01,48.55600000000001,2.065434571759259
2025-01-10 11:00:00,670.4,5.78,20.7,1.01,53.632000000000005,2.2349600925925928
2025-01-10 12:00:00,676.97,5.31,22.06,0.5,54.1576,1.7328853124999999
2025-01-10 13:00:00,611.4,4.86,22.66,0.0,48.912,1.3286025000000001
2025-01-10 14:00:00,479.65,4.34,22.54,0.14,38.372,0.9461400925925924
2025-01-10 15:00:00,298.73,3.56,21.58,0.29,23.898400000000002,0.5221992592592594
2025-01-10 16:00:00,107.05,2.47,17.8,0.43,8.564,0.0
2025-01-10 17:00:00,3.8,3.13,14.3,0.57,0.30400000000000005,0.3549108449074074
2025-01-10 18:00:00,0.0,3.57,13.13,0.72,0.0,0.5266121874999999
2025-01-10 19:00:00,0.0,3.88,12.53,0.86,0.0,0.676054074074074
2025-01-10 20:00:00,0.0,4.31,12.06,1.01,0.0,0.9266549884259258
2025-01-10 21:00:00,0.0,4.82,11.44,1.01,0.0,1.2960667592592596
2025-01-10 22:00:00,0.0,4.91,10.54,0.5,0.0,1.3700320717592593
2025-01-10 23:00:00,0.0,4.48,9.5,4.04,0.0,1.0406874074074077
2025-01-11 00:00:00,0.0,4.05,8.6,9.9,0.0,0.7688671874999998
2025-01-11 01:00:00,0.0,3.71,7.88,20.41,0.0,0.5910279050925925
2025-01-11 02:00:00,0.0,3.42,7.32,28.67,0.0,0.4629824999999999
2025-01-11 03:00:00,0.0,3.22,6.83,7.0,0.0,0.3864149074074075
2025-01-11 04:00:00,0.0,3.23,6.49,23.04,0.0,0.39002623842592593
2025-01-11 05:00:00,0.0,3.39,6.26,52.16,0.0,0.4509053125000001
2025-01-11 06:00:00,0.0,3.51,6.11,71.89,0.0,0.5005040624999999
2025-01-11 07:00:00,32.28,4.24,7.42,78.86,2.5824000000000003,0.8822340740740742
2025-01-11 08:00:00,104.4,3.02,9.04,80.05,8.352000000000002,0.31879175925925923
2025-01-11 09:00:00,155.88,2.23,11.42,82.5,12.4704,0.0
2025-01-11 10:00:00,207.75,1.52,13.3,83.15,16.62,0.0
2025-01-11 11:00:00,301.8,0.88,15.37,70.86,24.144000000000002,0.0
2025-01-11 12:00:00,315.7,0.83,17.13,84.04,25.256,0.0
2025-01-11 13:00:00,243.55,1.33,17.8,83.87,19.484,0.0
2025-01-11 14:00:00,166.35,1.19,17.78,81.65,13.308,0.0
2025-01-11 15:00:00,108.12,0.72,17.31,71.64,8.649600000000001,0.0
2025-01-11 16:00:00,42.12,1.0,15.76,60.47,3.3696,0.0
2025-01-11 17:00:00,2.4,2.02,13.51,44.53,0.192,0.0
2025-01-11 18:00:00,0.0,2.58,12.63,29.34,0.0,0.0
2025-01-11 19:00:00,0.0,2.75,12.31,18.44,0.0,0.0
2025-01-11 20:00:00,0.0,2.75,11.91,19.53,0.0,0.0
2025-01-11 21:00:00,0.0,2.65,11.43,24.07,0.0,0.0
2025-01-11 22:00:00,0.0,2.58,10.65,48.66,0.0,0.0
2025-01-11 23:00:00,0.0,2.45,10.03,79.32,0.0,0.0
2025-01-12 00:00:00,0.0,2.28,9.58,96.42,0.0,0.0
2025-01-12 01:00:00,0.0,2.04,9.25,99.87,0.0,0.0
2025-01-12 02:00:00,0.0,1.73,9.21,99.95,0.0,0.0
2025-01-12 03:00:00,0.0,1.49,9.07,99.97,0.0,0.0
2025-01-12 04:00:00,0.0,1.25,8.95,99.98,0.0,0.0
2025-01-12 05:00:00,0.0,1.12,8.73,99.99,0.0,0.0
2025-01-12 06:00:00,0.0,1.06,8.32,100.0,0.0,0.0
2025-01-12 07:00:00,22.35,1.0,9.13,97.49,1.7880000000000003,0.0
2025-01-12 08:00:00,86.95,1.21,10.96,96.2,6.956,0.0
2025-01-12 09:00:00,150.62,0.46,14.12,94.0,12.049600000000002,0.0
2025-01-12 10:00:00,219.77,1.38,18.27,90.47,17.581600000000005,0.0
2025-01-12 11:00:00,319.08,2.19,19.74,88.6,25.5264,0.0
2025-01-12 12:00:00,341.35,2.87,20.37,75.82,27.308000000000007,0.0
2025-01-12 13:00:00,383.98,3.38,20.47,68.68,30.718400000000003,0.4469267592592593
2025-01-12 14:00:00,332.98,3.67,19.99,49.48,26.638400000000004,0.5721164699074074
2025-01-12 15:00:00,225.73,3.85,18.97,43.88,18.058400000000002,0.6604933449074074
2025-01-12 16:00:00,92.07,2.76,16.13,35.04,7.365600000000001,0.0
2025-01-12 17:00:00,4.22,3.18,12.77,22.68,0.3376,0.3721925000000001
2025-01-12 18:00:00,0.0,3.53,11.78,15.09,0.0,0.5091085300925925
2025-01-12 19:00:00,0.0,3.86,10.94,5.55,0.0,0.6656534259259259
2025-01-12 20:00:00,0.0,3.92,10.06,3.02,0.0,0.6971792592592592
2025-01-12 21:00:00,0.0,3.54,9.16,12.59,0.0,0.5134475000000001
2025-01-12 22:00:00,0.0,3.17,8.35,21.64,0.0,0.3686922800925926
2025-01-12 23:00:00,0.0,2.93,7.65,15.61,0.0,0.0
2025-01-13 00:00:00,0.0,2.82,7.07,18.6,0.0,0.0
2025-01-13 01:00:00,0.0,2.81,6.58,29.21,0.0,0.0
2025-01-13 02:00:00,0.0,2.86,6.18,46.19,0.0,0.0
2025-01-13 03:00:00,0.0,2.89,5.79,60.74,0.0,0.0
2025-01-13 04:00:00,0.0,2.89,5.4,77.84,0.0,0.0
2025-01-13 05:00:00,0.0,2.86,5.05,84.41,0.0,0.0
2025-01-13 06:00:00,0.0,2.83,4.75,88.4,0.0,0.0
2025-01-13 07:00:00,44.28,2.97,6.88,81.52,3.5424,0.0
2025-01-13 08:00:00,152.02,2.78,9.62,72.4,12.161600000000002,0.0
2025-01-13 09:00:00,275.67,1.97,13.38,64.09,22.053600000000003,0.0
2025-01-13 10:00:00,408.05,2.0,16.13,54.45,32.644,0.0
2025-01-13 11:00:00,530.38,1.89,17.61,19.09,42.4304,0.0
2025-01-13 12:00:00,560.03,1.79,18.71,13.79,44.802400000000006,0.0
2025-01-13 13:00:00,503.42,1.68,19.33,13.26,40.2736,0.0
2025-01-13 14:00:00,385.2,1.6,19.47,18.45,30.816,0.0
2025-01-13 15:00:00,246.55,1.48,18.99,10.52,19.724000000000004,0.0
2025-01-13 16:00:00,84.85,0.94,17.33,8.63,6.788,0.0
2025-01-13 17:00:00,3.97,0.8,16.08,7.05,0.31760000000000005,0.0
2025-01-13 18:00:00,0.0,1.2,14.87,4.02,0.0,0.0
2025-01-13 19:00:00,0.0,1.86,13.17,3.6,0.0,0.0
2025-01-13 20:00:00,0.0,2.47,11.45,3.18,0.0,0.0
2025-01-13 21:00:00,0.0,2.88,10.04,2.76,0.0,0.0
2025-01-13 22:00:00,0.0,3.07,9.23,2.35,0.0,0.334889386574074
2025-01-13 23:00:00,0.0,3.11,8.65,1.93,0.0,0.34815082175925927
2025-01-14 00:00:00,0.0,3.08,8.17,1.51,0.0,0.33817259259259264
2025-01-14 01:00:00,0.0,3.03,7.75,1.17,0.0,0.3219690624999999
2025-01-14 02:00:00,0.0,2.96,7.39,16.06,0.0,0.0
2025-01-14 03:00:00,0.0,2.85,7.11,31.12,0.0,0.0
2025-01-14 04:00:00,0.0,2.68,6.94,47.7,0.0,0.0
2025-01-14 05:00:00,0.0,2.45,6.98,69.8,0.0,0.0
2025-01-14 06:00:00,0.0,2.19,7.21,73.33,0.0,0.0
2025-01-14 07:00:00,45.6,1.74,8.98,70.46,3.6480000000000006,0.0
2025-01-14 08:00:00,149.95,1.98,12.09,65.94,11.996,0.0
2025-01-14 09:00:00,272.95,2.14,15.26,61.29,21.836,0.0
2025-01-14 10:00:00,416.75,3.15,18.31,54.49,33.34,0.36175781249999994
2025-01-14 11:00:00,589.53,3.11,19.52,4.57,47.162400000000005,0.34815082175925927
2025-01-14 12:00:00,607.7,3.02,20.32,3.31,48.61600000000001,0.31879175925925923
2025-01-14 13:00:00,552.62,2.99,20.72,8.46,44.2096,0.0
2025-01-14 14:00:00,431.2,2.93,20.69,8.76,34.496,0.0
2025-01-14 15:00:00,266.0,2.91,19.97,7.98,21.28,0.0
2025-01-14 16:00:00,97.85,2.13,16.97,4.96,7.828,0.0
2025-01-14 17:00:00,4.72,2.55,13.77,4.69,0.37759999999999994,0.0
2025-01-14 18:00:00,0.0,2.69,12.54,4.08,0.0,0.0
2025-01-14 19:00:00,0.0,2.73,11.58,3.46,0.0,0.0
2025-01-14 20:00:00,0.0,2.77,10.74,2.85,0.0,0.0
2025-01-14 21:00:00,0.0,2.8,10.01,2.23,0.0,0.0
2025-01-14 22:00:00,0.0,2.77,9.41,1.62,0.0,0.0
2025-01-14 23:00:00,0.0,2.75,8.87,1.01,0.0,0.0
2025-01-15 00:00:00,0.0,2.75,8.37,1.14,0.0,0.0
2025-01-15 01:00:00,0.0,2.79,7.89,1.07,0.0,0.0
2025-01-15 02:00:00,0.0,2.85,7.47,1.0,0.0,0.0
2025-01-15 03:00:00,0.0,2.94,7.03,9.15,0.0,0.0
2025-01-15 04:00:00,0.0,3.04,6.64,17.29,0.0,0.3251674074074074
2025-01-15 05:00:00,0.0,3.06,6.31,25.43,0.0,0.3316275000000001
2025-01-15 06:00:00,0.0,3.07,5.97,33.57,0.0,0.334889386574074
2025-01-15 07:00:00,46.53,3.13,8.22,44.2,3.7224000000000004,0.3549108449074074
2025-01-15 08:00:00,166.4,4.1,11.24,48.48,13.312000000000001,0.797696759259259
2025-01-15 09:00:00,263.33,4.47,14.62,57.07,21.0664,1.0337340624999998
2025-01-15 10:00:00,316.02,5.32,17.48,66.87,25.281599999999997,1.7426940740740746
2025-01-15 11:00:00,239.3,4.63,18.94,67.02,19.144000000000002,1.1487598032407407
2025-01-15 12:00:00,150.23,3.98,19.89,85.96,12.0184,0.7296850925925925
