timestamp,solar_irradiance,wind_speed,temperature,cloud_cover
2025-01-03 23:00:00,0.0,2.32,13.75,13.07
2025-01-04 00:00:00,0.0,2.25,13.15,13.99
2025-01-04 01:00:00,0.0,2.23,12.45,14.21
2025-01-04 02:00:00,0.0,2.27,11.64,14.42
2025-01-04 03:00:00,0.0,2.4,10.77,12.99
2025-01-04 04:00:00,0.0,2.52,10.05,11.55
2025-01-04 05:00:00,0.0,2.66,9.43,10.11
2025-01-04 06:00:00,0.0,2.79,8.88,8.67
2025-01-04 07:00:00,93.62,2.58,10.61,6.69
2025-01-04 08:00:00,291.33,3.35,14.25,5.34
2025-01-04 09:00:00,475.62,2.61,17.14,4.34
2025-01-04 10:00:00,613.08,3.25,20.94,2.9
2025-01-04 11:00:00,685.97,3.81,23.99,1.46
2025-01-04 12:00:00,692.47,3.87,26.15,0.02
2025-01-04 13:00:00,627.8,3.58,27.02,0.0
2025-01-04 14:00:00,496.95,3.3,26.84,0.46
2025-01-04 15:00:00,314.83,2.71,25.54,0.92
2025-01-04 16:00:00,118.0,2.46,21.06,1.38
2025-01-04 17:00:00,0.0,3.2,17.09,1.84
2025-01-04 18:00:00,0.0,3.42,15.64,2.3
2025-01-04 19:00:00,0.0,3.49,14.57,2.76
2025-01-04 20:00:00,0.0,3.52,13.71,3.21
2025-01-04 21:00:00,0.0,3.52,12.99,3.67
2025-01-04 22:00:00,0.0,3.41,12.24,4.13
2025-01-04 23:00:00,0.0,3.25,11.45,4.59
2025-01-05 00:00:00,0.0,3.07,10.7,5.05
2025-01-05 01:00:00,0.0,2.92,10.08,5.51
2025-01-05 02:00:00,0.0,2.79,9.59,5.97
2025-01-05 03:00:00,0.0,2.7,9.2,3.52
2025-01-05 04:00:00,0.0,2.74,8.78,4.52
2025-01-05 05:00:00,0.0,2.89,8.35,12.05
2025-01-05 06:00:00,0.0,3.03,8.0,13.57
2025-01-05 07:00:00,75.62,3.55,10.17,23.03
2025-01-05 08:00:00,230.85,4.04,12.8,29.04
2025-01-05 09:00:00,375.77,3.46,16.04,32.26
2025-01-05 10:00:00,483.08,4.29,19.68,35.67
2025-01-05 11:00:00,532.83,4.65,22.48,33.82
2025-01-05 12:00:00,583.1,5.11,24.63,29.09
2025-01-05 13:00:00,578.62,4.92,25.29,2.93
2025-01-05 14:00:00,453.5,4.33,25.06,2.77
2025-01-05 15:00:00,283.1,3.03,24.02,2.62
2025-01-05 16:00:00,104.62,1.96,20.91,2.47
2025-01-05 17:00:00,0.0,2.19,18.67,2.32
2025-01-05 18:00:00,0.0,2.52,17.35,2.16
2025-01-05 19:00:00,0.0,2.76,16.27,2.01
2025-01-05 20:00:00,0.0,2.65,15.63,2.85
2025-01-05 21:00:00,0.0,2.24,14.93,3.69
2025-01-05 22:00:00,0.0,1.6,13.85,4.52
2025-01-05 23:00:00,0.0,1.09,12.33,18.44
2025-01-06 00:00:00,0.0,1.0,11.23,22.43
2025-01-06 01:00:00,0.0,1.53,10.52,19.46
2025-01-06 02:00:00,0.0,2.21,9.71,15.01
2025-01-06 03:00:00,0.0,2.64,9.2,24.05
2025-01-06 04:00:00,0.0,2.79,8.89,26.05
2025-01-06 05:00:00,0.0,2.84,8.64,43.11
2025-01-06 06:00:00,0.0,2.83,8.42,49.17
2025-01-06 07:00:00,61.7,2.81,10.32,48.57
2025-01-06 08:00:00,199.35,3.2,13.0,45.07
2025-01-06 09:00:00,340.4,2.55,16.43,41.63
2025-01-06 10:00:00,452.15,2.41,19.5,38.29
2025-01-06 11:00:00,480.6,1.62,20.97,31.92
2025-01-06 12:00:00,514.1,1.15,21.87,31.34
2025-01-06 13:00:00,478.75,1.5,22.35,26.15
2025-01-06 14:00:00,365.42,2.19,22.22,25.38
2025-01-06 15:00:00,222.35,2.85,21.41,23.02
2025-01-06 16:00:00,83.35,2.5,18.34,16.8
2025-01-06 17:00:00,0.0,3.25,15.1,13.91
2025-01-06 18:00:00,0.0,3.82,13.98,11.11
2025-01-06 19:00:00,0.0,4.1,13.04,8.32
2025-01-06 20:00:00,0.0,4.35,12.14,5.46
2025-01-06 21:00:00,0.0,4.43,11.34,18.01
2025-01-06 22:00:00,0.0,4.13,10.5,22.03
2025-01-06 23:00:00,0.0,3.79,9.71,21.04
2025-01-07 00:00:00,0.0,3.64,9.07,16.52
2025-01-07 01:00:00,0.0,3.53,8.45,19.11
2025-01-07 02:00:00,0.0,3.43,7.83,10.48
2025-01-07 03:00:00,0.0,3.36,7.24,8.46
2025-01-07 04:00:00,0.0,3.28,6.68,6.45
2025-01-07 05:00:00,0.0,3.22,6.19,14.52
2025-01-07 06:00:00,0.0,3.19,5.77,28.58
2025-01-07 07:00:00,69.8,2.88,7.73,33.5
2025-01-07 08:00:00,228.15,3.78,11.17,35.52
2025-01-07 09:00:00,382.48,3.03,14.04,38.44
2025-01-07 10:00:00,506.05,3.61,16.89,40.49
2025-01-07 11:00:00,634.12,3.48,18.25,18.27
2025-01-07 12:00:00,683.25,3.45,19.25,0.0
2025-01-07 13:00:00,616.53,3.66,19.77,2.01
2025-01-07 14:00:00,486.73,3.74,19.75,1.63
2025-01-07 15:00:00,305.92,3.56,18.96,1.26
2025-01-07 16:00:00,118.38,2.47,15.54,0.88
2025-01-07 17:00:00,0.0,3.02,12.05,0.5
2025-01-07 18:00:00,0.0,3.16,10.79,0.5
2025-01-07 19:00:00,0.0,3.12,9.81,0.5
2025-01-07 20:00:00,0.0,3.14,8.96,0.5
2025-01-07 21:00:00,0.0,3.26,8.18,0.46
2025-01-07 22:00:00,0.0,3.35,7.55,0.41
2025-01-07 23:00:00,0.0,3.25,7.11,0.36
2025-01-08 00:00:00,0.0,2.95,6.98,0.32
2025-01-08 01:00:00,0.0,2.68,7.03,0.27
2025-01-08 02:00:00,0.0,2.69,6.68,0.33
2025-01-08 03:00:00,0.0,2.92,5.96,0.39
2025-01-08 04:00:00,0.0,3.08,5.42,0.44
2025-01-08 05:00:00,0.0,3.13,5.05,0.5
2025-01-08 06:00:00,0.0,3.14,4.77,0.43
2025-01-08 07:00:00,87.38,2.85,6.81,0.36
2025-01-08 08:00:00,282.25,3.65,11.3,0.29
2025-01-08 09:00:00,469.65,2.84,14.3,0.22
2025-01-08 10:00:00,610.33,3.56,18.55,0.14
2025-01-08 11:00:00,701.25,4.02,20.85,0.07
2025-01-08 12:00:00,707.8,4.13,22.01,0.0
2025-01-08 13:00:00,643.22,4.14,22.58,0.4
2025-01-08 14:00:00,513.25,3.91,22.44,0.81
2025-01-08 15:00:00,331.05,2.98,21.38,1.21
2025-01-08 16:00:00,133.9,2.04,17.81,1.62
2025-01-08 17:00:00,0.0,1.93,16.11,2.02
2025-01-08 18:00:00,0.0,1.5,15.72,1.01
2025-01-08 19:00:00,0.0,1.07,15.7,1.51
2025-01-08 20:00:00,0.0,0.87,15.48,1.01
2025-01-08 21:00:00,0.0,0.74,14.86,1.01
2025-01-08 22:00:00,0.0,0.6,14.25,2.01
2025-01-08 23:00:00,0.0,0.5,13.65,0.5
2025-01-09 00:00:00,0.0,0.53,12.88,1.51
2025-01-09 01:00:00,0.0,0.64,12.08,2.66
2025-01-09 02:00:00,0.0,0.8,11.46,0.5
2025-01-09 03:00:00,0.0,1.04,10.98,1.01
2025-01-09 04:00:00,0.0,1.25,10.32,1.01
2025-01-09 05:00:00,0.0,1.44,9.73,1.01
2025-01-09 06:00:00,0.0,1.64,8.87,0.92
2025-01-09 07:00:00,93.75,1.8,9.39,0.84
2025-01-09 08:00:00,296.05,2.36,12.59,0.75
2025-01-09 09:00:00,482.85,2.38,15.28,0.67
2025-01-09 10:00:00,621.4,3.02,19.04,0.59
2025-01-09 11:00:00,692.25,2.93,21.59,0.5
2025-01-09 12:00:00,698.67,2.59,22.71,0.03
2025-01-09 13:00:00,634.5,2.24,23.16,0.0
2025-01-09 14:00:00,504.33,1.88,22.99,0.27
2025-01-09 15:00:00,323.38,1.6,22.09,0.55
2025-01-09 16:00:00,120.82,1.65,19.0,0.82
2025-01-09 17:00:00,3.97,2.28,15.89,1.1
2025-01-09 18:00:00,0.0,2.69,14.14,1.37
2025-01-09 19:00:00,0.0,3.0,12.72,1.65
2025-01-09 20:00:00,0.0,3.22,11.57,1.92
2025-01-09 21:00:00,0.0,3.4,10.64,2.2
2025-01-09 22:00:00,0.0,3.54,9.86,2.47
2025-01-09 23:00:00,0.0,3.59,9.16,2.75
2025-01-10 00:00:00,0.0,3.56,8.49,3.02
2025-01-10 01:00:00,0.0,3.47,7.82,3.29
2025-01-10 02:00:00,0.0,3.39,7.19,3.57
2025-01-10 03:00:00,0.0,3.35,6.64,3.25
2025-01-10 04:00:00,0.0,3.32,6.18,2.93
2025-01-10 05:00:00,0.0,3.31,5.79,2.61
2025-01-10 06:00:00,0.0,3.31,5.49,2.29
2025-01-10 07:00:00,88.85,3.7,7.82,1.97
2025-01-10 08:00:00,285.62,4.29,10.82,1.65
2025-01-10 09:00:00,470.2,4.27,14.37,1.33
2025-01-10 10:00:00,606.95,5.63,18.14,1.01
2025-01-10 11:00:00,670.4,5.78,20.7,1.01
2025-01-10 12:00:00,676.97,5.31,22.06,0.5
2025-01-10 13:00:00,611.4,4.86,22.66,0.0
2025-01-10 14:00:00,479.65,4.34,22.54,0.14
2025-01-10 15:00:00,298.73,3.56,21.58,0.29
2025-01-10 16:00:00,107.05,2.47,17.8,0.43
2025-01-10 17:00:00,3.8,3.13,14.3,0.57
2025-01-10 18:00:00,0.0,3.57,13.13,0.72
2025-01-10 19:00:00,0.0,3.88,12.53,0.86
2025-01-10 20:00:00,0.0,4.31,12.06,1.01
2025-01-10 21:00:00,0.0,4.82,11.44,1.01
2025-01-10 22:00:00,0.0,4.91,10.54,0.5
2025-01-10 23:00:00,0.0,4.48,9.5,4.04
2025-01-11 00:00:00,0.0,4.05,8.6,9.9
2025-01-11 01:00:00,0.0,3.71,7.88,20.41
2025-01-11 02:00:00,0.0,3.42,7.32,28.67
2025-01-11 03:00:00,0.0,3.22,6.83,7.0
2025-01-11 04:00:00,0.0,3.23,6.49,23.04
2025-01-11 05:00:00,0.0,3.39,6.26,52.16
2025-01-11 06:00:00,0.0,3.51,6.11,71.89
2025-01-11 07:00:00,32.28,4.24,7.42,78.86
2025-01-11 08:00:00,104.4,3.02,9.04,80.05
2025-01-11 09:00:00,155.88,2.23,11.42,82.5
2025-01-11 10:00:00,207.75,1.52,13.3,83.15
2025-01-11 11:00:00,301.8,0.88,15.37,70.86
2025-01-11 12:00:00,315.7,0.83,17.13,84.04
2025-01-11 13:00:00,243.55,1.33,17.8,83.87
2025-01-11 14:00:00,166.35,1.19,17.78,81.65
2025-01-11 15:00:00,108.12,0.72,17.31,71.64
2025-01-11 16:00:00,42.12,1.0,15.76,60.47
2025-01-11 17:00:00,2.4,2.02,13.51,44.53
2025-01-11 18:00:00,0.0,2.58,12.63,29.34
2025-01-11 19:00:00,0.0,2.75,12.31,18.44
2025-01-11 20:00:00,0.0,2.75,11.91,19.53
2025-01-11 21:00:00,0.0,2.65,11.43,24.07
2025-01-11 22:00:00,0.0,2.58,10.65,48.66
2025-01-11 23:00:00,0.0,2.45,10.03,79.32
2025-01-12 00:00:00,0.0,2.28,9.58,96.42
2025-01-12 01:00:00,0.0,2.04,9.25,99.87
2025-01-12 02:00:00,0.0,1.73,9.21,99.95
2025-01-12 03:00:00,0.0,1.49,9.07,99.97
2025-01-12 04:00:00,0.0,1.25,8.95,99.98
2025-01-12 05:00:00,0.0,1.12,8.73,99.99
2025-01-12 06:00:00,0.0,1.06,8.32,100.0
2025-01-12 07:00:00,22.35,1.0,9.13,97.49
2025-01-12 08:00:00,86.95,1.21,10.96,96.2
2025-01-12 09:00:00,150.62,0.46,14.12,94.0
2025-01-12 10:00:00,219.77,1.38,18.27,90.47
2025-01-12 11:00:00,319.08,2.19,19.74,88.6
2025-01-12 12:00:00,341.35,2.87,20.37,75.82
2025-01-12 13:00:00,383.98,3.38,20.47,68.68
2025-01-12 14:00:00,332.98,3.67,19.99,49.48
2025-01-12 15:00:00,225.73,3.85,18.97,43.88
2025-01-12 16:00:00,92.07,2.76,16.13,35.04
2025-01-12 17:00:00,4.22,3.18,12.77,22.68
2025-01-12 18:00:00,0.0,3.53,11.78,15.09
2025-01-12 19:00:00,0.0,3.86,10.94,5.55
2025-01-12 20:00:00,0.0,3.92,10.06,3.02
2025-01-12 21:00:00,0.0,3.54,9.16,12.59
2025-01-12 22:00:00,0.0,3.17,8.35,21.64
2025-01-12 23:00:00,0.0,2.93,7.65,15.61
2025-01-13 00:00:00,0.0,2.82,7.07,18.6
2025-01-13 01:00:00,0.0,2.81,6.58,29.21
2025-01-13 02:00:00,0.0,2.86,6.18,46.19
2025-01-13 03:00:00,0.0,2.89,5.79,60.74
2025-01-13 04:00:00,0.0,2.89,5.4,77.84
2025-01-13 05:00:00,0.0,2.86,5.05,84.41
2025-01-13 06:00:00,0.0,2.83,4.75,88.4
2025-01-13 07:00:00,44.28,2.97,6.88,81.52
2025-01-13 08:00:00,152.02,2.78,9.62,72.4
2025-01-13 09:00:00,275.67,1.97,13.38,64.09
2025-01-13 10:00:00,408.05,2.0,16.13,54.45
2025-01-13 11:00:00,530.38,1.89,17.61,19.09
2025-01-13 12:00:00,560.03,1.79,18.71,13.79
2025-01-13 13:00:00,503.42,1.68,19.33,13.26
2025-01-13 14:00:00,385.2,1.6,19.47,18.45
2025-01-13 15:00:00,246.55,1.48,18.99,10.52
2025-01-13 16:00:00,84.85,0.94,17.33,8.63
2025-01-13 17:00:00,3.97,0.8,16.08,7.05
2025-01-13 18:00:00,0.0,1.2,14.87,4.02
2025-01-13 19:00:00,0.0,1.86,13.17,3.6
2025-01-13 20:00:00,0.0,2.47,11.45,3.18
2025-01-13 21:00:00,0.0,2.88,10.04,2.76
2025-01-13 22:00:00,0.0,3.07,9.23,2.35
2025-01-13 23:00:00,0.0,3.11,8.65,1.93
2025-01-14 00:00:00,0.0,3.08,8.17,1.51
2025-01-14 01:00:00,0.0,3.03,7.75,1.17
2025-01-14 02:00:00,0.0,2.96,7.39,16.06
2025-01-14 03:00:00,0.0,2.85,7.11,31.12
2025-01-14 04:00:00,0.0,2.68,6.94,47.7
2025-01-14 05:00:00,0.0,2.45,6.98,69.8
2025-01-14 06:00:00,0.0,2.19,7.21,73.33
2025-01-14 07:00:00,45.6,1.74,8.98,70.46
2025-01-14 08:00:00,149.95,1.98,12.09,65.94
2025-01-14 09:00:00,272.95,2.14,15.26,61.29
2025-01-14 10:00:00,416.75,3.15,18.31,54.49
2025-01-14 11:00:00,589.53,3.11,19.52,4.57
2025-01-14 12:00:00,607.7,3.02,20.32,3.31
2025-01-14 13:00:00,552.62,2.99,20.72,8.46
2025-01-14 14:00:00,431.2,2.93,20.69,8.76
2025-01-14 15:00:00,266.0,2.91,19.97,7.98
2025-01-14 16:00:00,97.85,2.13,16.97,4.96
2025-01-14 17:00:00,4.72,2.55,13.77,4.69
2025-01-14 18:00:00,0.0,2.69,12.54,4.08
2025-01-14 19:00:00,0.0,2.73,11.58,3.46
2025-01-14 20:00:00,0.0,2.77,10.74,2.85
2025-01-14 21:00:00,0.0,2.8,10.01,2.23
2025-01-14 22:00:00,0.0,2.77,9.41,1.62
2025-01-14 23:00:00,0.0,2.75,8.87,1.01
2025-01-15 00:00:00,0.0,2.75,8.37,1.14
2025-01-15 01:00:00,0.0,2.79,7.89,1.07
2025-01-15 02:00:00,0.0,2.85,7.47,1.0
2025-01-15 03:00:00,0.0,2.94,7.03,9.15
2025-01-15 04:00:00,0.0,3.04,6.64,17.29
2025-01-15 05:00:00,0.0,3.06,6.31,25.43
2025-01-15 06:00:00,0.0,3.07,5.97,33.57
2025-01-15 07:00:00,46.53,3.13,8.22,44.2
2025-01-15 08:00:00,166.4,4.1,11.24,48.48
2025-01-15 09:00:00,263.33,4.47,14.62,57.07
2025-01-15 10:00:00,316.02,5.32,17.48,66.87
2025-01-15 11:00:00,239.3,4.63,18.94,67.02
2025-01-15 12:00:00,150.23,3.98,19.89,85.96
2025-01-15 13:00:00,78.7,3.58,20.35,99.49
2025-01-15 14:00:00,46.3,3.3,19.86,97.18
2025-01-15 15:00:00,32.88,3.01,18.81,96.69
2025-01-15 16:00:00,16.75,2.22,16.44,94.83
2025-01-15 17:00:00,1.62,2.57,14.42,90.69
2025-01-15 18:00:00,0.0,2.6,13.71,87.9
2025-01-15 19:00:00,0.0,2.5,13.11,67.18
2025-01-15 20:00:00,0.0,2.42,12.65,66.11
2025-01-15 21:00:00,0.0,2.33,12.18,54.83
2025-01-15 22:00:00,0.0,2.26,11.63,59.27
2025-01-15 23:00:00,0.0,2.1,11.42,56.18
2025-01-16 00:00:00,0.0,1.96,11.14,60.22
2025-01-16 01:00:00,0.0,1.83,10.86,54.2
2025-01-16 02:00:00,0.0,1.55,10.65,70.99
2025-01-16 03:00:00,0.0,1.17,10.56,25.05
2025-01-16 04:00:00,0.0,0.82,10.55,20.04
2025-01-16 05:00:00,0.0,0.51,10.41,17.03
2025-01-16 06:00:00,0.0,0.4,9.85,19.53
2025-01-16 07:00:00,47.47,0.53,10.16,22.76
2025-01-16 08:00:00,182.48,0.88,11.69,23.88
2025-01-16 09:00:00,312.42,1.73,15.02,30.41
2025-01-16 10:00:00,443.98,2.5,17.69,33.08
2025-01-16 11:00:00,577.72,2.86,19.43,26.77
2025-01-16 12:00:00,628.65,3.24,20.6,20.41
2025-01-16 13:00:00,574.53,3.59,21.22,8.55
2025-01-16 14:00:00,474.15,3.82,21.17,2.01
2025-01-16 15:00:00,303.42,3.8,20.32,1.79
2025-01-16 16:00:00,119.78,2.63,17.11,1.58
2025-01-16 17:00:00,6.03,3.2,13.55,1.36
2025-01-16 18:00:00,0.0,3.42,12.45,1.15
2025-01-16 19:00:00,0.0,3.46,11.65,0.93
2025-01-16 20:00:00,0.0,3.45,10.91,0.72
2025-01-16 21:00:00,0.0,3.38,10.17,0.5
2025-01-16 22:00:00,0.0,3.3,9.44,7.0
2025-01-16 23:00:00,0.0,3.09,8.69,33.61
2025-01-17 00:00:00,0.0,2.84,7.99,59.73
2025-01-17 01:00:00,0.0,2.7,7.51,84.43
2025-01-17 02:00:00,0.0,2.64,7.14,90.92
2025-01-17 03:00:00,0.0,2.63,6.79,97.44
2025-01-17 04:00:00,0.0,2.79,6.38,96.44
2025-01-17 05:00:00,0.0,2.97,6.0,97.41
2025-01-17 06:00:00,0.0,3.12,5.71,94.91
2025-01-17 07:00:00,41.65,3.28,8.4,91.05
2025-01-17 08:00:00,125.47,3.73,11.52,84.96
2025-01-17 09:00:00,210.88,4.14,14.87,79.61
2025-01-17 10:00:00,312.88,3.65,17.0,72.11
2025-01-17 11:00:00,461.02,2.96,18.43,59.66
2025-01-17 12:00:00,542.35,2.34,19.4,43.97
2025-01-17 13:00:00,457.02,1.95,19.88,49.26
2025-01-17 14:00:00,463.55,1.77,19.81,20.71
2025-01-17 15:00:00,299.65,1.59,19.16,18.51
2025-01-17 16:00:00,119.35,1.13,16.99,14.27
2025-01-17 17:00:00,6.5,1.51,14.62,11.62
2025-01-17 18:00:00,0.0,2.01,13.05,8.97
2025-01-17 19:00:00,0.0,2.28,11.68,6.32
2025-01-17 20:00:00,0.0,2.48,10.39,3.66
2025-01-17 21:00:00,0.0,2.73,9.19,1.01
2025-01-17 22:00:00,0.0,2.94,8.31,8.93
2025-01-17 23:00:00,0.0,2.99,7.7,18.87
2025-01-18 00:00:00,0.0,2.86,7.32,31.55
2025-01-18 01:00:00,0.0,2.64,7.0,14.18
2025-01-18 02:00:00,0.0,2.45,6.56,46.13
2025-01-18 03:00:00,0.0,2.13,6.57,65.74
2025-01-18 04:00:00,0.0,1.86,6.74,85.26
2025-01-18 05:00:00,0.0,1.68,6.78,98.21
2025-01-18 06:00:00,0.0,1.74,6.48,89.02
2025-01-18 07:00:00,44.95,1.71,7.69,90.68
2025-01-18 08:00:00,134.65,2.44,10.79,90.03
2025-01-18 09:00:00,226.73,2.69,14.02,88.95
2025-01-18 10:00:00,308.05,2.96,17.03,87.79
2025-01-18 11:00:00,556.78,2.66,18.67,27.87
2025-01-18 12:00:00,613.53,2.24,19.88,1.58
2025-01-18 13:00:00,553.22,2.13,20.75,4.02
2025-01-18 14:00:00,431.02,1.93,21.1,4.02
2025-01-18 15:00:00,266.58,1.7,20.7,3.8
2025-01-18 16:00:00,103.28,1.48,18.2,3.57
2025-01-18 17:00:00,5.82,2.11,15.61,3.35
2025-01-18 18:00:00,0.0,2.62,13.99,3.13
2025-01-18 19:00:00,0.0,2.93,12.87,2.9
2025-01-18 20:00:00,0.0,3.09,12.13,2.68
2025-01-18 21:00:00,0.0,3.17,11.55,2.45
2025-01-18 22:00:00,0.0,3.19,11.06,2.23
2025-01-18 23:00:00,0.0,3.11,10.63,2.01
2025-01-19 00:00:00,0.0,2.96,10.34,1.78
2025-01-19 01:00:00,0.0,2.81,10.1,1.56
2025-01-19 02:00:00,0.0,2.72,9.79,13.2
2025-01-19 03:00:00,0.0,2.72,9.37,24.86
2025-01-19 04:00:00,0.0,2.68,9.18,23.46
2025-01-19 05:00:00,0.0,2.6,9.24,23.24
2025-01-19 06:00:00,0.0,2.63,8.96,20.01
2025-01-19 07:00:00,59.85,2.77,11.05,16.54
2025-01-19 08:00:00,209.15,3.41,13.84,13.79
2025-01-19 09:00:00,376.55,2.8,16.84,10.64
2025-01-19 10:00:00,512.67,3.64,20.7,7.36
2025-01-19 11:00:00,603.47,4.75,24.2,3.68
2025-01-19 12:00:00,614.15,4.68,25.77,0.41
2025-01-19 13:00:00,553.88,4.19,26.19,3.52
2025-01-19 14:00:00,431.88,3.64,26.05,4.52
2025-01-19 15:00:00,270.15,2.74,25.16,3.72
2025-01-19 16:00:00,104.4,1.76,22.4,2.91
2025-01-19 17:00:00,6.12,1.65,20.66,2.11
2025-01-19 18:00:00,0.0,1.82,19.44,1.31
2025-01-19 19:00:00,0.0,2.17,18.17,0.5
2025-01-19 20:00:00,0.0,2.54,16.68,0.5
2025-01-19 21:00:00,0.0,2.83,15.38,0.5
2025-01-19 22:00:00,0.0,3.04,14.31,0.5
2025-01-19 23:00:00,0.0,3.15,13.5,0.5
2025-01-20 00:00:00,0.0,3.14,12.84,12.38
2025-01-20 01:00:00,0.0,3.1,12.3,26.08
2025-01-20 02:00:00,0.0,2.94,11.85,39.8
2025-01-20 03:00:00,0.0,2.71,11.69,1.01
2025-01-20 04:00:00,0.0,2.61,11.24,2.51
2025-01-20 05:00:00,0.0,2.56,10.76,6.51
2025-01-20 06:00:00,0.0,2.41,10.59,11.54
2025-01-20 07:00:00,63.55,1.78,12.46,9.93
2025-01-20 08:00:00,223.73,1.81,15.48,8.75
2025-01-20 09:00:00,391.9,1.16,18.22,3.64
2025-01-20 10:00:00,535.6,1.58,22.82,1.01
2025-01-20 11:00:00,616.2,3.45,25.12,0.72
2025-01-20 12:00:00,632.12,3.98,25.94,0.44
2025-01-20 13:00:00,573.85,4.09,26.18,1.09
2025-01-20 14:00:00,450.38,3.98,25.82,2.51
2025-01-20 15:00:00,283.65,3.26,24.65,2.31
2025-01-20 16:00:00,114.53,2.32,20.98,2.11
2025-01-20 17:00:00,6.95,2.66,17.96,1.91
2025-01-20 18:00:00,0.0,2.8,16.61,1.71
2025-01-20 19:00:00,0.0,2.87,15.52,1.51
2025-01-20 20:00:00,0.0,2.85,14.66,1.31
2025-01-20 21:00:00,0.0,2.78,13.96,1.11
2025-01-20 22:00:00,0.0,2.8,13.26,0.9
2025-01-20 23:00:00,0.0,2.88,12.55,0.7
