timestamp,solar_irradiance,wind_speed,temperature,cloud_cover,solar_kw,wind_kw,demand_kw,battery_soc_kwh,battery_soc_pct
2025-01-02 00:00:00,0.0,1.67,11.73,58.4,0.0,0.0,23.910098281013497,0.0,0.0
2025-01-02 01:00:00,0.0,1.45,11.41,60.15,0.0,0.0,25.38640848926373,0.0,0.0
2025-01-02 02:00:00,0.0,1.28,11.59,87.63,0.0,0.0,22.98706476226419,0.0,0.0
2025-01-02 03:00:00,0.0,1.12,11.49,94.87,0.0,0.0,26.60010589021421,0.0,0.0
2025-01-02 04:00:00,0.0,0.98,11.36,91.6,0.0,0.0,28.789122537845163,0.0,0.0
2025-01-02 05:00:00,0.0,0.89,11.21,82.81,0.0,0.0,29.636180771661056,0.0,0.0
2025-01-02 06:00:00,0.0,0.9,10.99,67.93,0.0,0.0,32.03186591784694,0.0,0.0
2025-01-02 07:00:00,77.45,1.0,11.36,57.9,6.196000000000001,0.0,33.75390210516451,0.0,0.0
2025-01-02 08:00:00,239.12,1.18,13.07,50.06,19.1296,0.0,44.61299228807952,0.0,0.0
2025-01-02 09:00:00,395.35,1.03,14.67,40.38,31.628000000000004,0.0,50.97914620154338,0.0,0.0
2025-01-02 10:00:00,518.17,1.32,17.67,31.41,41.4536,0.0,58.0243804305334,0.0,0.0
2025-01-02 11:00:00,657.0,1.57,20.04,11.95,52.56,0.0,74.38478993245569,0.0,0.0
2025-01-02 12:00:00,670.28,1.6,21.25,14.43,53.6224,0.0,66.17477128175983,0.0,0.0
2025-01-02 13:00:00,596.4,1.49,21.78,11.12,47.712,0.0,74.50199702930605,0.0,0.0
2025-01-02 14:00:00,454.42,1.29,21.99,29.58,36.3536,0.0,81.90518983944521,0.0,0.0
2025-01-02 15:00:00,278.38,0.94,21.6,48.26,22.2704,0.0,80.1610775468966,0.0,0.0
2025-01-02 16:00:00,98.05,0.58,20.13,68.06,7.844,0.0,70.3007520322436,0.0,0.0
2025-01-02 17:00:00,0.0,0.81,18.67,91.89,0.0,0.0,68.21752455155553,0.0,0.0
2025-01-02 18:00:00,0.0,1.65,16.96,85.5,0.0,0.0,54.33386640236711,0.0,0.0
2025-01-02 19:00:00,0.0,2.24,15.49,90.92,0.0,0.0,45.539032006129624,0.0,0.0
2025-01-02 20:00:00,0.0,2.57,14.31,83.54,0.0,0.0,39.094421535739116,0.0,0.0
2025-01-02 21:00:00,0.0,2.68,13.49,58.62,0.0,0.0,35.9119774383165,0.0,0.0
2025-01-02 22:00:00,0.0,2.67,12.93,28.56,0.0,0.0,33.25594015837952,0.0,0.0
2025-01-02 23:00:00,0.0,2.6,12.43,8.31,0.0,0.0,32.14537709333393,0.0,0.0
2025-01-03 00:00:00,0.0,2.56,11.8,13.0,0.0,0.0,25.83105380424547,0.0,0.0
2025-01-03 01:00:00,0.0,2.6,10.98,14.87,0.0,0.0,24.6423845030946,0.0,0.0
2025-01-03 02:00:00,0.0,2.59,10.24,6.53,0.0,0.0,24.142665257572073,0.0,0.0
2025-01-03 03:00:00,0.0,2.55,9.58,16.68,0.0,0.0,27.320426911149585,0.0,0.0
2025-01-03 04:00:00,0.0,2.41,9.21,12.57,0.0,0.0,23.97542232176545,0.0,0.0
2025-01-03 05:00:00,0.0,2.21,9.13,27.11,0.0,0.0,27.100624056157944,0.0,0.0
2025-01-03 06:00:00,0.0,1.97,9.32,27.39,0.0,0.0,31.740331486153035,0.0,0.0
2025-01-03 07:00:00,85.1,1.66,10.82,27.07,6.808,0.0,35.81096676063863,0.0,0.0
2025-01-03 08:00:00,258.1,1.77,14.07,27.07,20.648,0.0,42.80930026614094,0.0,0.0
2025-01-03 09:00:00,421.2,1.51,16.39,26.2,33.696,0.0,47.962361469544085,0.0,0.0
2025-01-03 10:00:00,556.05,1.83,19.66,25.31,44.484,0.0,56.70588045310035,0.0,0.0
2025-01-03 11:00:00,682.72,2.24,22.49,8.69,54.61760000000001,0.0,68.47038789565151,0.0,0.0
2025-01-03 12:00:00,687.97,2.25,24.3,18.12,55.03760000000001,0.0,74.25762107346178,0.0,0.0
2025-01-03 13:00:00,625.85,2.18,25.26,3.74,50.068000000000005,0.0,74.62868237863394,0.0,0.0
2025-01-03 14:00:00,494.2,1.83,25.15,4.68,39.536,0.0,79.0774222712616,0.0,0.0
2025-01-03 15:00:00,311.6,1.19,24.31,5.93,24.928000000000004,0.0,71.36752312544114,0.0,0.0
2025-01-03 16:00:00,115.22,0.96,21.87,6.95,9.2176,0.0,70.98920330817948,0.0,0.0
2025-01-03 17:00:00,0.0,1.55,19.39,7.48,0.0,0.0,60.76303287964069,0.0,0.0
2025-01-03 18:00:00,0.0,2.11,17.9,8.41,0.0,0.0,52.02695501749557,0.0,0.0
2025-01-03 19:00:00,0.0,2.45,16.48,9.34,0.0,0.0,49.67618954173225,0.0,0.0
2025-01-03 20:00:00,0.0,2.56,15.46,10.27,0.0,0.0,42.33322829469894,0.0,0.0
2025-01-03 21:00:00,0.0,2.53,14.78,11.2,0.0,0.0,34.70842297385857,0.0,0.0
2025-01-03 22:00:00,0.0,2.47,14.19,12.14,0.0,0.0,31.410824486252764,0.0,0.0
2025-01-03 23:00:00,0.0,2.32,13.75,13.07,0.0,0.0,27.994938692467954,0.0,0.0
2025-01-04 00:00:00,0.0,2.25,13.15,13.99,0.0,0.0,14.551441223052688,0.0,0.0
2025-01-04 01:00:00,0.0,2.23,12.45,14.21,0.0,0.0,14.62853506673198,0.0,0.0
2025-01-04 02:00:00,0.0,2.27,11.64,14.42,0.0,0.0,16.173567707527862,0.0,0.0
2025-01-04 03:00:00,0.0,2.4,10.77,12.99,0.0,0.0,13.896115188196552,0.0,0.0
2025-01-04 04:00:00,0.0,2.52,10.05,11.55,0.0,0.0,16.91172066929494,0.0,0.0
2025-01-04 05:00:00,0.0,2.66,9.43,10.11,0.0,0.0,16.593298533231195,0.0,0.0
2025-01-04 06:00:00,0.0,2.79,8.88,8.67,0.0,0.0,19.112188803785884,0.0,0.0
2025-01-04 07:00:00,93.62,2.58,10.61,6.69,7.4896,0.0,21.80279257233903,0.0,0.0
2025-01-04 08:00:00,291.33,3.35,14.25,5.34,23.3064,0.4351316550925926,25.61624879379475,0.0,0.0
2025-01-04 09:00:00,475.62,2.61,17.14,4.34,38.0496,0.0,30.130026038669815,7.919573961330183,15.839147922660365
2025-01-04 10:00:00,613.08,3.25,20.94,2.9,49.046400000000006,0.397316261574074,33.02405315129912,17.919573961330183,35.839147922660366
2025-01-04 11:00:00,685.97,3.81,23.99,1.46,54.87760000000001,0.6401196875000001,37.95890296164286,27.919573961330183,55.83914792266037
2025-01-04 12:00:00,692.47,3.87,26.15,0.02,55.3976,0.6708403125000001,42.81114144295987,37.91957396133019,75.83914792266037
2025-01-04 13:00:00,627.8,3.58,27.02,0.0,50.224,0.5310499074074074,50.27427755951385,38.40034630922374,76.80069261844748
2025-01-04 14:00:00,496.95,3.3,26.84,0.46,39.756,0.4159374999999999,49.07015160620347,29.502132203020274,59.004264406040555
2025-01-04 15:00:00,314.83,2.71,25.54,0.92,25.186400000000003,0.0,48.092794820139886,19.502132203020274,39.00426440604055
2025-01-04 16:00:00,118.0,2.46,21.06,1.38,9.44,0.0,42.89800437376175,9.502132203020274,19.004264406040548
2025-01-04 17:00:00,0.0,3.2,17.09,1.84,0.0,0.3792592592592593,38.18561419585548,0.0,0.0
2025-01-04 18:00:00,0.0,3.42,15.64,2.3,0.0,0.4629824999999999,35.879522352830044,0.0,0.0
2025-01-04 19:00:00,0.0,3.49,14.57,2.76,0.0,0.4919970949074075,29.83028664480296,0.0,0.0
2025-01-04 20:00:00,0.0,3.52,13.71,3.21,0.0,0.5047940740740741,26.58735976018139,0.0,0.0
2025-01-04 21:00:00,0.0,3.52,12.99,3.67,0.0,0.5047940740740741,19.716832998189446,0.0,0.0
2025-01-04 22:00:00,0.0,3.41,12.24,4.13,0.0,0.458933113425926,19.48797984703069,0.0,0.0
2025-01-04 23:00:00,0.0,3.25,11.45,4.59,0.0,0.397316261574074,17.429630531547534,0.0,0.0
2025-01-05 00:00:00,0.0,3.07,10.7,5.05,0.0,0.334889386574074,14.012148843403924,0.0,0.0
2025-01-05 01:00:00,0.0,2.92,10.08,5.51,0.0,0.0,15.4971254664745,0.0,0.0
2025-01-05 02:00:00,0.0,2.79,9.59,5.97,0.0,0.0,14.731749952326691,0.0,0.0
2025-01-05 03:00:00,0.0,2.7,9.2,3.52,0.0,0.0,14.489058984277213,0.0,0.0
2025-01-05 04:00:00,0.0,2.74,8.78,4.52,0.0,0.0,16.80256189596745,0.0,0.0
2025-01-05 05:00:00,0.0,2.89,8.35,12.05,0.0,0.0,17.118030175461524,0.0,0.0
2025-01-05 06:00:00,0.0,3.03,8.0,13.57,0.0,0.3219690624999999,17.87496942401476,0.0,0.0
2025-01-05 07:00:00,75.62,3.55,10.17,23.03,6.049600000000001,0.5178110532407407,22.479943929850783,0.0,0.0
2025-01-05 08:00:00,230.85,4.04,12.8,29.04,18.468,0.763185925925926,23.339857424685647,0.0,0.0
2025-01-05 09:00:00,375.77,3.46,16.04,32.26,30.0616,0.4794182407407407,29.504999280631058,1.0360189601096828,2.0720379202193655
2025-01-05 10:00:00,483.08,4.29,19.68,35.67,38.6464,0.9138146875000002,35.503171117325685,5.093062530283998,10.186125060567996
2025-01-05 11:00:00,532.83,4.65,22.48,33.82,42.6264,1.1637109375000003,38.514043097659076,10.369130370124918,20.738260740249835
2025-01-05 12:00:00,583.1,5.11,24.63,29.09,46.64800000000001,1.5443614699074075,41.96098496747956,16.600506872552774,33.20101374510555
2025-01-05 13:00:00,578.62,4.92,25.29,2.93,46.28960000000001,1.37842,43.80924894286256,20.45927792969022,40.91855585938044
2025-01-05 14:00:00,453.5,4.33,25.06,2.77,36.28,0.939615011574074,45.13407933820378,12.544813603060515,25.08962720612103
2025-01-05 15:00:00,283.1,3.03,24.02,2.62,22.648000000000003,0.3219690624999999,46.36429648780433,2.544813603060515,5.08962720612103
2025-01-05 16:00:00,104.62,1.96,20.91,2.47,8.3696,0.0,43.91215519900423,0.0,0.0
2025-01-05 17:00:00,0.0,2.19,18.67,2.32,0.0,0.0,41.10072727196821,0.0,0.0
2025-01-05 18:00:00,0.0,2.52,17.35,2.16,0.0,0.0,33.19802913415409,0.0,0.0
2025-01-05 19:00:00,0.0,2.76,16.27,2.01,0.0,0.0,27.242360160999162,0.0,0.0
2025-01-05 20:00:00,0.0,2.65,15.63,2.85,0.0,0.0,26.400620908618762,0.0,0.0
2025-01-05 21:00:00,0.0,2.24,14.93,3.69,0.0,0.0,22.098109873457922,0.0,0.0
2025-01-05 22:00:00,0.0,1.6,13.85,4.52,0.0,0.0,17.374167405465197,0.0,0.0
2025-01-05 23:00:00,0.0,1.09,12.33,18.44,0.0,0.0,16.199595881098407,0.0,0.0
2025-01-06 00:00:00,0.0,1.0,11.23,22.43,0.0,0.0,25.36112966303158,0.0,0.0
2025-01-06 01:00:00,0.0,1.53,10.52,19.46,0.0,0.0,22.57240707844998,0.0,0.0
2025-01-06 02:00:00,0.0,2.21,9.71,15.01,0.0,0.0,22.08703938001281,0.0,0.0
2025-01-06 03:00:00,0.0,2.64,9.2,24.05,0.0,0.0,26.716502980607903,0.0,0.0
2025-01-06 04:00:00,0.0,2.79,8.89,26.05,0.0,0.0,24.40123115433432,0.0,0.0
2025-01-06 05:00:00,0.0,2.84,8.64,43.11,0.0,0.0,28.580091695411674,0.0,0.0
2025-01-06 06:00:00,0.0,2.83,8.42,49.17,0.0,0.0,35.06750590486133,0.0,0.0
2025-01-06 07:00:00,61.7,2.81,10.32,48.57,4.936000000000001,0.0,35.175298502325,0.0,0.0
2025-01-06 08:00:00,199.35,3.2,13.0,45.07,15.948,0.3792592592592593,39.10044643930381,0.0,0.0
2025-01-06 09:00:00,340.4,2.55,16.43,41.63,27.232,0.0,48.76357405134112,0.0,0.0
2025-01-06 10:00:00,452.15,2.41,19.5,38.29,36.172,0.0,60.51252050961342,0.0,0.0
2025-01-06 11:00:00,480.6,1.62,20.97,31.92,38.44800000000001,0.0,61.27707877921365,0.0,0.0
2025-01-06 12:00:00,514.1,1.15,21.87,31.34,41.128,0.0,69.32342082792299,0.0,0.0
2025-01-06 13:00:00,478.75,1.5,22.35,26.15,38.3,0.0,75.47653637016164,0.0,0.0
2025-01-06 14:00:00,365.42,2.19,22.22,25.38,29.233600000000003,0.0,81.5240232576172,0.0,0.0
2025-01-06 15:00:00,222.35,2.85,21.41,23.02,17.788,0.0,82.13536907913503,0.0,0.0
2025-01-06 16:00:00,83.35,2.5,18.34,16.8,6.667999999999999,0.0,71.6000341899492,0.0,0.0
2025-01-06 17:00:00,0.0,3.25,15.1,13.91,0.0,0.397316261574074,61.48895611179236,0.0,0.0
2025-01-06 18:00:00,0.0,3.82,13.98,11.11,0.0,0.6451732407407407,58.48116150359418,0.0,0.0
2025-01-06 19:00:00,0.0,4.1,13.04,8.32,0.0,0.797696759259259,51.3479523820269,0.0,0.0
2025-01-06 20:00:00,0.0,4.35,12.14,5.46,0.0,0.9526953124999996,44.820701208912176,0.0,0.0
2025-01-06 21:00:00,0.0,4.43,11.34,18.01,0.0,1.0062304050925923,36.19934421694407,0.0,0.0
2025-01-06 22:00:00,0.0,4.13,10.5,22.03,0.0,0.815335613425926,29.4134295624842,0.0,0.0
2025-01-06 23:00:00,0.0,3.79,9.71,21.04,0.0,0.6300918865740741,26.888170272999165,0.0,0.0
2025-01-07 00:00:00,0.0,3.64,9.07,16.52,0.0,0.5582007407407409,24.395790140120805,0.0,0.0
2025-01-07 01:00:00,0.0,3.53,8.45,19.11,0.0,0.5091085300925925,25.61450200275807,0.0,0.0
2025-01-07 02:00:00,0.0,3.43,7.83,10.48,0.0,0.4670556365740741,24.428355768172878,0.0,0.0
2025-01-07 03:00:00,0.0,3.36,7.24,8.46,0.0,0.4390399999999999,27.33247869576306,0.0,0.0
2025-01-07 04:00:00,0.0,3.28,6.68,6.45,0.0,0.4084207407407406,25.34913373445689,0.0,0.0
2025-01-07 05:00:00,0.0,3.22,6.19,14.52,0.0,0.3864149074074075,27.8774918051663,0.0,0.0
2025-01-07 06:00:00,0.0,3.19,5.77,28.58,0.0,0.3757148032407408,32.422970788804705,0.0,0.0
2025-01-07 07:00:00,69.8,2.88,7.73,33.5,5.5840000000000005,0.0,36.23105661651577,0.0,0.0
2025-01-07 08:00:00,228.15,3.78,11.17,35.52,18.252,0.6251174999999999,43.95220970908751,0.0,0.0
2025-01-07 09:00:00,382.48,3.03,14.04,38.44,30.598400000000005,0.3219690624999999,54.47955740718137,0.0,0.0
2025-01-07 10:00:00,506.05,3.61,16.89,40.49,40.484,0.544512511574074,55.733687719079775,0.0,0.0
2025-01-07 11:00:00,634.12,3.48,18.25,18.27,50.729600000000005,0.4877799999999999,63.769093903889946,0.0,0.0
2025-01-07 12:00:00,683.25,3.45,19.25,0.0,54.66,0.4752734375000001,76.15339658050264,0.0,0.0
2025-01-07 13:00:00,616.53,3.66,19.77,2.01,49.32240000000001,0.5674525,83.05316665119055,0.0,0.0
2025-01-07 14:00:00,486.73,3.74,19.75,1.63,38.9384,0.6054817592592594,80.51375207145631,0.0,0.0
2025-01-07 15:00:00,305.92,3.56,18.96,1.26,24.473600000000005,0.5221992592592594,77.42788760853348,0.0,0.0
2025-01-07 16:00:00,118.38,2.47,15.54,0.88,9.4704,0.0,70.54245967363418,0.0,0.0
2025-01-07 17:00:00,0.0,3.02,12.05,0.5,0.0,0.3187917592592592,67.64367703059155,0.0,0.0
2025-01-07 18:00:00,0.0,3.16,10.79,0.5,0.0,0.3652140740740741,52.67462367432564,0.0,0.0
2025-01-07 19:00:00,0.0,3.12,9.81,0.5,0.0,0.35152,50.20737366540145,0.0,0.0
2025-01-07 20:00:00,0.0,3.14,8.96,0.5,0.0,0.358323425925926,42.354465878604984,0.0,0.0
2025-01-07 21:00:00,0.0,3.26,8.18,0.46,0.0,0.4009950925925925,33.91200131545919,0.0,0.0
2025-01-07 22:00:00,0.0,3.35,7.55,0.41,0.0,0.4351316550925926,29.763265493434766,0.0,0.0
2025-01-07 23:00:00,0.0,3.25,7.11,0.36,0.0,0.397316261574074,28.24500633738104,0.0,0.0
2025-01-08 00:00:00,0.0,2.95,6.98,0.32,0.0,0.0,25.22749987085911,0.0,0.0
2025-01-08 01:00:00,0.0,2.68,7.03,0.27,0.0,0.0,22.05963067904381,0.0,0.0
2025-01-08 02:00:00,0.0,2.69,6.68,0.33,0.0,0.0,22.914112683108492,0.0,0.0
2025-01-08 03:00:00,0.0,2.92,5.96,0.39,0.0,0.0,25.707536217840904,0.0,0.0
2025-01-08 04:00:00,0.0,3.08,5.42,0.44,0.0,0.3381725925925926,25.477668609157195,0.0,0.0
2025-01-08 05:00:00,0.0,3.13,5.05,0.5,0.0,0.3549108449074074,28.598267085996213,0.0,0.0
2025-01-08 06:00:00,0.0,3.14,4.77,0.43,0.0,0.358323425925926,32.63792389698162,0.0,0.0
2025-01-08 07:00:00,87.38,2.85,6.81,0.36,6.9904,0.0,38.124954421773786,0.0,0.0
2025-01-08 08:00:00,282.25,3.65,11.3,0.29,22.58,0.5628139467592592,41.03931716587328,0.0,0.0
2025-01-08 09:00:00,469.65,2.84,14.3,0.22,37.572,0.0,48.661959159066114,0.0,0.0
2025-01-08 10:00:00,610.33,3.56,18.55,0.14,48.82640000000001,0.5221992592592594,56.29516087275393,0.0,0.0
2025-01-08 11:00:00,701.25,4.02,20.85,0.07,56.1,0.7519074999999997,67.82237455848016,0.0,0.0
2025-01-08 12:00:00,707.8,4.13,22.01,0.0,56.624,0.815335613425926,72.1832371888539,0.0,0.0
2025-01-08 13:00:00,643.22,4.14,22.58,0.4,51.457600000000006,0.8212724999999998,86.76296247359173,0.0,0.0
2025-01-08 14:00:00,513.25,3.91,22.44,0.81,41.06,0.6918573032407409,82.21021657119445,0.0,0.0
2025-01-08 15:00:00,331.05,2.98,21.38,1.21,26.484000000000005,0.0,78.41145403271875,0.0,0.0
2025-01-08 16:00:00,133.9,2.04,17.81,1.62,10.712000000000003,0.0,74.57231285238464,0.0,0.0
2025-01-08 17:00:00,0.0,1.93,16.11,2.02,0.0,0.0,64.29973611564897,0.0,0.0
2025-01-08 18:00:00,0.0,1.5,15.72,1.01,0.0,0.0,60.89873097060012,0.0,0.0
2025-01-08 19:00:00,0.0,1.07,15.7,1.51,0.0,0.0,52.77607073281201,0.0,0.0
2025-01-08 20:00:00,0.0,0.87,15.48,1.01,0.0,0.0,42.16117464818984,0.0,0.0
2025-01-08 21:00:00,0.0,0.74,14.86,1.01,0.0,0.0,33.66977251275137,0.0,0.0
2025-01-08 22:00:00,0.0,0.6,14.25,2.01,0.0,0.0,27.698726206643823,0.0,0.0
2025-01-08 23:00:00,0.0,0.5,13.65,0.5,0.0,0.0,28.816146894132018,0.0,0.0
2025-01-09 00:00:00,0.0,0.53,12.88,1.51,0.0,0.0,24.69630824362504,0.0,0.0
2025-01-09 01:00:00,0.0,0.64,12.08,2.66,0.0,0.0,26.70399928756404,0.0,0.0
2025-01-09 02:00:00,0.0,0.8,11.46,0.5,0.0,0.0,24.05868252020286,0.0,0.0
2025-01-09 03:00:00,0.0,1.04,10.98,1.01,0.0,0.0,24.352381105740875,0.0,0.0
2025-01-09 04:00:00,0.0,1.25,10.32,1.01,0.0,0.0,26.43062398869844,0.0,0.0
2025-01-09 05:00:00,0.0,1.44,9.73,1.01,0.0,0.0,26.497518287701737,0.0,0.0
2025-01-09 06:00:00,0.0,1.64,8.87,0.92,0.0,0.0,33.85312510153996,0.0,0.0
2025-01-09 07:00:00,93.75,1.8,9.39,0.84,7.5,0.0,38.5685002622993,0.0,0.0
2025-01-09 08:00:00,296.05,2.36,12.59,0.75,23.684000000000005,0.0,43.47552696064779,0.0,0.0
2025-01-09 09:00:00,482.85,2.38,15.28,0.67,38.628,0.0,48.39481395884897,0.0,0.0
2025-01-09 10:00:00,621.4,3.02,19.04,0.59,49.712,0.3187917592592592,60.03469018191001,0.0,0.0
2025-01-09 11:00:00,692.25,2.93,21.59,0.5,55.38000000000001,0.0,70.5274748334688,0.0,0.0
2025-01-09 12:00:00,698.67,2.59,22.71,0.03,55.893600000000006,0.0,71.07532538860183,0.0,0.0
2025-01-09 13:00:00,634.5,2.24,23.16,0.0,50.76,0.0,76.74051245817239,0.0,0.0
2025-01-09 14:00:00,504.33,1.88,22.99,0.27,40.3464,0.0,84.82584149952245,0.0,0.0
2025-01-09 15:00:00,323.38,1.6,22.09,0.55,25.870400000000004,0.0,80.96224854723233,0.0,0.0
2025-01-09 16:00:00,120.82,1.65,19.0,0.82,9.6656,0.0,73.98776859289343,0.0,0.0
2025-01-09 17:00:00,3.97,2.28,15.89,1.1,0.3176,0.0,60.108050597143624,0.0,0.0
2025-01-09 18:00:00,0.0,2.69,14.14,1.37,0.0,0.0,57.684838007013106,0.0,0.0
2025-01-09 19:00:00,0.0,3.0,12.72,1.65,0.0,0.3125,47.104080119583834,0.0,0.0
2025-01-09 20:00:00,0.0,3.22,11.57,1.92,0.0,0.3864149074074075,41.366723130402804,0.0,0.0
2025-01-09 21:00:00,0.0,3.4,10.64,2.2,0.0,0.4549074074074073,33.787576231302744,0.0,0.0
2025-01-09 22:00:00,0.0,3.54,9.86,2.47,0.0,0.5134475000000001,30.40362990091897,0.0,0.0
2025-01-09 23:00:00,0.0,3.59,9.16,2.75,0.0,0.5355124884259258,29.462542521362277,0.0,0.0
2025-01-10 00:00:00,0.0,3.56,8.49,3.02,0.0,0.5221992592592594,23.019671339648593,0.0,0.0
2025-01-10 01:00:00,0.0,3.47,7.82,3.29,0.0,0.4835870717592593,23.354704468461833,0.0,0.0
2025-01-10 02:00:00,0.0,3.39,7.19,3.57,0.0,0.4509053125000001,26.653558007212737,0.0,0.0
2025-01-10 03:00:00,0.0,3.35,6.64,3.25,0.0,0.4351316550925926,26.61354099363917,0.0,0.0
2025-01-10 04:00:00,0.0,3.32,6.18,2.93,0.0,0.4235459259259259,25.847526739205414,0.0,0.0
2025-01-10 05:00:00,0.0,3.31,5.79,2.61,0.0,0.4197302199074074,26.90575638163406,0.0,0.0
2025-01-10 06:00:00,0.0,3.31,5.49,2.29,0.0,0.4197302199074074,29.272572382837037,0.0,0.0
2025-01-10 07:00:00,88.85,3.7,7.82,1.97,7.1080000000000005,0.5862615740740741,36.669036396198834,0.0,0.0
2025-01-10 08:00:00,285.62,4.29,10.82,1.65,22.8496,0.9138146875000002,42.59342014057825,0.0,0.0
2025-01-10 09:00:00,470.2,4.27,14.37,1.33,37.61600000000001,0.9010935532407404,46.539536941552115,0.0,0.0
2025-01-10 10:00:00,606.95,5.63,18.14,1.01,48.55600000000001,2.065434571759259,59.34133435834238,0.0,0.0
2025-01-10 11:00:00,670.4,5.78,20.7,1.01,53.632000000000005,2.2349600925925928,73.56846330618222,0.0,0.0
2025-01-10 12:00:00,676.97,5.31,22.06,0.5,54.1576,1.7328853125,78.50329770225649,0.0,0.0
2025-01-10 13:00:00,611.4,4.86,22.66,0.0,48.912,1.3286025,71.67817317657548,0.0,0.0
2025-01-10 14:00:00,479.65,4.34,22.54,0.14,38.372,0.9461400925925924,79.72397252216909,0.0,0.0
2025-01-10 15:00:00,298.73,3.56,21.58,0.29,23.8984,0.5221992592592594,75.68347735050232,0.0,0.0
2025-01-10 16:00:00,107.05,2.47,17.8,0.43,8.564,0.0,70.9834468701264,0.0,0.0
2025-01-10 17:00:00,3.8,3.13,14.3,0.57,0.304,0.3549108449074074,71.80127358902322,0.0,0.0
2025-01-10 18:00:00,0.0,3.57,13.13,0.72,0.0,0.5266121874999999,56.253382047144925,0.0,0.0
2025-01-10 19:00:00,0.0,3.88,12.53,0.86,0.0,0.676054074074074,46.16353465501351,0.0,0.0
2025-01-10 20:00:00,0.0,4.31,12.06,1.01,0.0,0.9266549884259258,46.876821801998965,0.0,0.0
2025-01-10 21:00:00,0.0,4.82,11.44,1.01,0.0,1.2960667592592596,35.6159662496415,0.0,0.0
2025-01-10 22:00:00,0.0,4.91,10.54,0.5,0.0,1.3700320717592591,31.612874317795097,0.0,0.0
2025-01-10 23:00:00,0.0,4.48,9.5,4.04,0.0,1.0406874074074075,26.767974041579922,0.0,0.0
2025-01-11 00:00:00,0.0,4.05,8.6,9.9,0.0,0.7688671874999998,15.260150855487884,0.0,0.0
2025-01-11 01:00:00,0.0,3.71,7.88,20.41,0.0,0.5910279050925925,15.184968100376087,0.0,0.0
2025-01-11 02:00:00,0.0,3.42,7.32,28.67,0.0,0.4629824999999999,14.72826776955032,0.0,0.0
2025-01-11 03:00:00,0.0,3.22,6.83,7.0,0.0,0.3864149074074075,14.891929795082604,0.0,0.0
2025-01-11 04:00:00,0.0,3.23,6.49,23.04,0.0,0.3900262384259259,16.38781388867517,0.0,0.0
2025-01-11 05:00:00,0.0,3.39,6.26,52.16,0.0,0.4509053125000001,19.222172542063294,0.0,0.0
2025-01-11 06:00:00,0.0,3.51,6.11,71.89,0.0,0.5005040624999999,19.293534411531517,0.0,0.0
